技能ID,职业,备注,技能类型,技能名称,技能描述,技能图标,预备光效,施法光效,被击光效,怪物被击光效,预备动画,施法动画,被击动画,怪物被击动画,预备音效,施法音效,被击音效,击中音效,准备时间,打断标志,持续时间,僵持时间,移动僵持时间,转向僵持时间,冷却ID,消耗法力,消耗体力,消耗能量,技能威力,等级系数,攻击百分比(float),穿透百分比(float),固定仇恨值,仇恨值百分比,选择目标类型,目标类型,伤害类型,技能效果类型,命中时间,攻击类型,攻击次数,攻击时间,同目标伤害次数,最大攻击目标数量,选择范围(float),攻击范围(float),攻击衰减(float),攻击衰减上限(float),技能距离(float),飞行速度(float),使用技能高度(float),技能攻击高度(float),死亡效果类型,技能默认选择类型,技能智能选择类型,技能常规选择类型,技能快捷施法选择类型,技能使用类型,技能使用标识,技能被动事件,技能标识,技能命令优先级,技能描画类型
1133,VOCATION_INVALID,115_技能描述,SPELL_TYPE_CAST,$蓝色弓兵,3,3,0,1005,1023,0,0,a,0,0,0,0,0,0,0,1,300,300,300,0,1093,0,0,0,0,0,0,0,20,0,2720632,2720632,4,21,300,FLY_SINGLE,1,0,1,1,0,50,0,100,2500,3000,0,1000,DeadEffect_Normal,1,16,16,16,136,0,8,0,0,0
1117,VOCATION_INVALID,116_技能描述,SPELL_TYPE_CAST,$导弹释放,$[b][size=25][yellow]导弹[orange]（F键）[/orange][/yellow][/size][/b] <br>[size=20][blue]召唤导弹将敌人朝自己方向击飞一段距离，并造成[orange][LEVEL=1000+60][/orange]点法术伤害，若敌人处于高处被击落，则对敌人额外造成[orange]2[/orange]秒眩晕[/blue][/size],215,0,5041,0,0,0,0,0,0,0,0,0,0,0,4,300,100,100,0,1121,0,0,0,60,500,0,0,0,0,8,8,2,163881,0,INSTANT_SINGLE,1,500,1,1,0,100,0,100,8000,10000,0,5000,DeadEffect_Normal,1,16514,16514,16514,2631574,0,8,0,20,0
1116,VOCATION_INVALID,117_技能描述,SPELL_TYPE_CAST,$导弹（召唤师技能）,$[b][size=25][yellow]导弹[orange]（F键）[/orange][/yellow][/size][/b] <br>[size=20][blue]若敌方英雄在空中或者高台，则召唤导弹能将敌人打落并朝自己方向击飞一段距离，目标落地造成[orange]2[/orange]秒眩晕;若敌方英雄在地面上，则导弹能减慢目标[orange]40%[/orange]的移动速度，持续[orange]2[/orange]秒<br>法术伤害：[orange][LEVEL=500+60][/orange][/blue][/size],215,0,0,0,0,0,0,0,0,0,0,0,0,300,4,300,100,100,500,1120,0,0,0,0,0,0,0,1,0,8,8,2,163881,0,INSTANT_AOE,1,0,1,1,0,200,0,100,5000,10000,0,1000,DeadEffect_Normal,1,16514,16514,16514,2631574,12304,8,3,10,0
1114,VOCATION_INVALID,118_技能描述,SPELL_TYPE_CAST,$一技能锁定1,empty,0,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1113,VOCATION_INVALID,119_技能描述,SPELL_TYPE_CAST,$傀儡龙自放技能,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,131584,0,INSTANT_SINGLE,1,0,1,1,200,200,0,0,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
1112,VOCATION_INVALID,121_技能描述,SPELL_TYPE_CAST,$征服者·野蛮,减速一击,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,131584,0,INSTANT_SINGLE,1,0,1,1,200,200,0,100,1500,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
76,VOCATION_INVALID,122_技能描述,SPELL_TYPE_CAST,$温泉攻击,0,99,0,108,106,106,0,a,0,0,0,0,0,0,0,0,300,300,300,0,1093,0,0,0,0,0,0,0,0,0,2719864,2719864,1,21,0,INSTANT_SINGLE,1,0,1,1,0,200,0,100,30,10000,0,2000,DeadEffect_Normal,1,2,2,2,1,0,8,0,0,0
1104,VOCATION_INVALID,123_技能描述,SPELL_TYPE_CAST,$摄魂,$[b][size=25][yellow]摄魂[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]降低敌方英雄魔法防御[/blue][/size],153,0,324,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1115,0,0,0,0,0,0,0,0,0,8,8,4,256,0,INSTANT_AOE,1,0,1,8,1000,1000,0,100,1500,0,0,1000,DeadEffect_Normal,1,898,898,898,12551,0,8,0,20,3624
81,VOCATION_INVALID,125_技能描述,SPELL_TYPE_CAST,$魔像攻击2,1,93,0,1041,1042,1042,0,b,0,0,0,0,0,0,0,0,300,0,0,0,1094,0,0,0,0,0,100,0,1,0,2719864,2719864,1,26,0,INSTANT_AOE,1,0,1,5,0,1000,0,100,1000,3000,0,1000,DeadEffect_Normal,1,2,2,2,136,0,8,0,0,0
876,VOCATION_INVALID,126_技能描述,SPELL_TYPE_CAST,$活化墓碑诅咒,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
177,VOCATION_INVALID,127_技能描述,SPELL_TYPE_INSTANT,$圣光裁决,小范围内敌人造成伤害,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,210,0,10,0,0,0,2719864,2719864,2,66080,0,INSTANT_AOE,1,0,1,5,0,400,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,12935,0,8,0,20,0
697,VOCATION_INVALID,128_技能描述,SPELL_TYPE_CAST,empty,empty,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
698,VOCATION_INVALID,129_技能描述,SPELL_TYPE_CAST,empty,empty,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
298,VOCATION_INVALID,130_技能描述,SPELL_TYPE_CHANNEL,$XP技能,$[b][size=25][yellow]流星火雨[orange]（Z键）[/orange][/yellow][/size][/b]<br>[size=20][blue]指定一个区域，吟唱1秒以后从天空召唤一群流星砸向地面，每秒对区域范围内所有敌人造成高伤害，持续5秒[/blue]<br>法术伤害：[orange][LEVEL=2200+80][/orange]<br>每[orange] 210[/orange]秒随机一个友方英雄获得[/size],239,99996;99997;99994,0,99995;,99995;,0,0,R_q,SJ_z,251,0,0,0,2000,69,4500,500,500,0,1100,0,0,0,0,0,0,0,120,0,2719864,2719864,2,589865,0,INSTANT_AOE,1,1000,1,10,0,1000,0,100,2000,0,0,1000,DeadEffect_Fire,2,898,898,898,786948,8192,8,5,10,1704
174,VOCATION_INVALID,131_技能描述,SPELL_TYPE_INSTANT,$辅助装被动,1,0,0,0,0,0,0,a01,R_q,R_q,0,0,0,0,0,4,100,100,0,0,0,0,0,0,100,0,100,0,0,0,2719832,2719832,2,4,300,FLY_SINGLE,1,0,1,1,0,0,0,100,1000,5000,0,1000,DeadEffect_Normal,1,66,66,66,17338508,0,8,6,20,0
759,VOCATION_INVALID,132_技能描述,SPELL_TYPE_INSTANT,$守护天使,殒命3秒后复活，恢复30%最大生命值,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
175,VOCATION_INVALID,133_技能描述,SPELL_TYPE_INSTANT,$补给点,恢复生命150，法力值250,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,1,0,0,INSTANT_AOE,1,0,1,1,200,200,0,0,300,0,0,1000,DeadEffect_Normal,1,1,1,1,0,0,8,0,0,0
283,VOCATION_INVALID,134_技能描述,SPELL_TYPE_INSTANT,$三相,$造成200%物理伤害,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1305,0,0,0,0,0,150,0,1,0,2719832,2719832,1,528,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
1111,VOCATION_INVALID,135_技能描述,SPELL_TYPE_INSTANT,$巨龙踩踏,1,93,0,1059;1060,0,0,0,a01,0,0,0,0,0,0,0,0,1500,800,800,800,6200,0,0,0,0,0,0,0,120,0,2720632,2720632,1,65554,800,INSTANT_AOE,1,0,1,20,1000,1000,0,100,1000,3000,0,1000,DeadEffect_Normal,1,130,130,130,33870596,4096,8,6,0,0
331,VOCATION_INVALID,136_技能描述,SPELL_TYPE_CAST,$卢登的回声,$对周围目标造成0.1*法强+100的魔法伤害,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,2719832,2719832,2,0,0,RANGE_SELECTION,1,0,1,5,0,600,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,143367,0,8,0,20,0
1107,VOCATION_INVALID,137_技能描述,SPELL_TYPE_CAST,$真视,$[b][size=25][yellow]真视[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]获得真视效果12秒[/blue][/size],145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1119,0,0,0,0,0,0,0,0,0,1,1,4,8,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,200,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
263,VOCATION_INVALID,138_技能描述,SPELL_TYPE_CAST,$卢安娜,$对另外两目标造成伤害,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2719832,2719832,1,1,0,RANGE_SELECTION,1,0,1,2,0,1000,0,100,1000,50,0,1000,DeadEffect_Normal,1,1,1,1,145479,0,8,0,20,0
56,VOCATION_INVALID,139_技能描述,SPELL_TYPE_CAST,$后闪,1,26,0,222,0,0,0,fg02,0,0,0,1999,0,0,0,4,600,600,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,-600,600,0,1000,DeadEffect_Normal,1,144,144,144,524288,4096,8,256,30,0
262,VOCATION_INVALID,140_技能描述,SPELL_TYPE_INSTANT,$电刃,$对周转目标造成100魔法伤害,4,0,0,129,129,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,1,0,2719832,2719832,2,32,0,RANGE_SELECTION,1,0,1,5,0,600,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12295,0,8,0,20,0
261,VOCATION_INVALID,141_技能描述,SPELL_TYPE_INSTANT,$九头蛇,$普攻造成35%的分裂,4,0,134,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,35,0,1,0,2719832,2719832,1,2562,0,INSTANT_AOE,1,0,1,10,0,400,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
235,VOCATION_INVALID,142_技能描述,SPELL_TYPE_CAST,海克斯科技刀枪刃,$伤害减速,4,0,0,116,116,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,150,0,40,0,0,0,2719864,2719864,2,0,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,706,706,706,12551,0,8,0,20,0
234,VOCATION_INVALID,143_技能描述,SPELL_TYPE_CAST,水晶瓶,$回复120生命，60魔法,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
233,VOCATION_INVALID,144_技能描述,SPELL_TYPE_CAST,$冰脉护手,$普攻额外伤害且范围减速,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,200,0,1,0,8,8,1,512,0,INSTANT_AOE,1,0,1,10,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,130,130,130,12807,0,8,0,20,0
232,VOCATION_INVALID,145_技能描述,SPELL_TYPE_CAST,米凯尔的坩埚,$移除友方英雄所有减益效果，并回复其200生命值,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1310727,1310727,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,642,642,642,12551,0,8,0,20,0
231,VOCATION_INVALID,146_技能描述,SPELL_TYPE_CAST,水银弯刀,$移除所有减益，并加速自己50%，持续1秒,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
230,VOCATION_INVALID,147_技能描述,SPELL_TYPE_CAST,水银饰带,$移除自己所有减益,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
227,VOCATION_INVALID,148_技能描述,SPELL_TYPE_CAST,冻结,$对目标造成2秒定身,123,0,0,116,116,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1069,0,0,0,50,0,0,0,1,0,40,40,2,8,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,194,194,194,12551,0,8,0,20,0
138,VOCATION_INVALID,149_技能描述,SPELL_TYPE_CAST,暴走,$[b][size=25][yellow]暴走[orange]（1键）[/orange][/yellow][/size][/b]<br>[size=20][blue]提升20%移动速度和40%普攻伤害，持续10秒[/blue][/size],236,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1068,0,0,0,0,0,0,0,0,0,1,1,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,200,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
228,VOCATION_INVALID,150_技能描述,SPELL_TYPE_CAST,庇护,$[b][size=25][yellow]庇护[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]给附近友方英雄附加一层护盾，持续5秒[/blue][/size],235,0,117,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,1111,0,0,0,0,0,0,0,0,0,2,2,4,128,0,INSTANT_AOE,1,0,1,5,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,1,1,1,139911,0,8,0,20,0
137,VOCATION_INVALID,151_技能描述,SPELL_TYPE_CAST,冰霜冲击,$[b][size=25][yellow]冰霜冲击[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]对目标造成150+[MA=30]点魔法伤害，并减速30%，持续2秒[/blue][/size],231,0,0,0,0,0,c01,R_q,R_q,0,0,0,0,0,4,300,0,0,0,1045,0,0,0,150,0,30,0,0,0,8,8,2,40,0,INSTANT_SINGLE,1,0,1,1,0,100,0,100,1300,0,0,1000,DeadEffect_Normal,1,706,706,194,12551,0,8,0,20,1024
136,VOCATION_INVALID,152_技能描述,SPELL_TYPE_CAST,金身,$[b][size=25][yellow]金身[orange]（1键）[/orange][/yellow][/size][/b] <br>[size=20][blue]让你的英雄在2.5秒内免疫任何伤害，但无法移动、攻击、释放技能和使用道具[/blue][/size],230,0,157,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,1044,0,0,0,0,0,0,0,0,0,1,1,4,8,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,200,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
57,VOCATION_INVALID,153_技能描述,SPELL_TYPE_CAST,$左闪,1,26,0,222,0,0,0,fg03,0,0,0,1999,0,0,0,4,600,600,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,-600,600,0,1000,DeadEffect_Normal,1,176,176,176,524288,4096,8,256,30,0
66,VOCATION_INVALID,154_技能描述,SPELL_TYPE_CAST,$蓝防御塔,0,3,107,102;109,0,0,0,a,0,0,0,1900,1901,1901,0,0,100,0,0,0,1001,0,0,0,0,0,0,0,0,0,2719864,2719864,3,21,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1600,2000,0,1000,DeadEffect_Normal,1,2,2,2,1,0,8,0,0,0
135,VOCATION_INVALID,155_技能描述,SPELL_TYPE_CAST,飞升,$使用可使周围友方英雄提升移动速度40%，持续3秒。（快捷键Q）,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,0,INSTANT_AOE,1,0,1,20,0,1500,0,100,200,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
58,VOCATION_INVALID,156_技能描述,SPELL_TYPE_CAST,$右闪,1,26,0,222,0,0,0,fg04,0,0,0,1999,0,0,0,4,600,600,600,600,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,600,600,0,1000,DeadEffect_Normal,1,176,176,176,524288,4096,8,256,30,0
42,VOCATION_INVALID,158_技能描述,SPELL_TYPE_CAST,$怪物攻击,1,93,0,1036,1038,1038,0,b,0,0,0,0,0,0,0,0,300,0,0,0,1096,0,0,0,0,0,100,0,1,0,2720632,2720632,1,22,0,INSTANT_AOE,1,0,1,5,0,500,0,100,1000,3000,0,1000,DeadEffect_Normal,1,2,2,2,136,0,8,0,0,0
286,VOCATION_INVALID,160_技能描述,SPELL_TYPE_CAST,$号令之旗,$提升一个小兵能力,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1310724,1310724,4,128,0,INSTANT_SINGLE,1,0,1,1,0,1000,0,100,1000,0,0,1000,DeadEffect_Normal,1,642,642,642,12807,0,8,0,20,0
134,VOCATION_INVALID,161_技能描述,SPELL_TYPE_CAST,兰顿,$对周围敌方单位造成200点伤害并降低移动速度40%、普攻系数30%，持续4秒。（快捷键5）,8,0,72,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,0,0,0,0,200,0,0,0,1,0,8,8,2,8,0,INSTANT_AOE,1,0,1,20,0,1500,0,100,200,0,0,1000,DeadEffect_Normal,1,1,1,1,12551,0,8,0,20,0
133,VOCATION_INVALID,167_技能描述,SPELL_TYPE_CAST,$翻滚,$朝前后左右四个方向进行翻滚（5米）<br>[red]按双击方向键触发[/red],93,0,222,0,0,0,roll,0,0,0,1999,0,0,0,4,300,1050,600,1000,1025,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,INSTANT_AOE,0,0,0,0,0,0,0,100,600,600,0,1000,DeadEffect_Normal,1,136,136,136,1,4096,8,256,30,0
405,VOCATION_INVALID,168_技能描述,SPELL_TYPE_CAST,$飞行,$向目标方向移动一段距离,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,1100,0,0,0,0,0,0,0,0,0,2719864,2719864,1,0,0,FLY_SINGLE,1,0,1,1,0,50,0,0,700,30000,0,1000,DeadEffect_Normal,1,130,130,130,13571,8,8,0,30,0
1119,VOCATION_INVALID,169_技能描述,SPELL_TYPE_CAST,$翻滚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1351,VOCATION_INVALID,800_1_卢登,SPELL_TYPE_CAST,卢登,卢登,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,0,0,0,0,0,0,0,0,0,0,0,1,0,2719864,2719864,2,544,0,INSTANT_SINGLE,1,0,1,1,0,50,0,100,5000,10000,0,1000,DeadEffect_Normal,1,1,1,1,2655108,0,8,0,0,0
1352,VOCATION_INVALID,800_2_卢登,SPELL_TYPE_CAST,卢登,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,100,0,10,0,1,0,2719864,2719864,2,544,0,INSTANT_AOE,1,0,1,20,700,700,0,100,5000,10000,0,1000,DeadEffect_Normal,1,1,1,1,2655108,0,8,0,0,0
1267,VOCATION_INVALID,1000_6_照明弹,SPELL_TYPE_CAST,$透视扫描,$[b][size=25][yellow]透视扫描[orange]（F键）[/orange][/yellow][/size][/b] <br>[size=20][blue]选择半径100米范围内进行雷达扫描，照亮半径15米范围的视野，可使隐身单位显形，持续10秒[/blue][/size],332,0,305,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,2719864,2719864,0,65577,0,INSTANT_AOE,1,0,1,50,0,1500,0,0,10000,1000,0,1000,DeadEffect_Normal,1,12616578,4227970,4227458,2720646,4096,4,6,10,5800
1304,VOCATION_INVALID,1001_5_陷阱眼,SPELL_TYPE_CAST,$陷阱眼,0,145,0,0,0,0,0,0,0,0,0,1996,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719864,2719864,4,41,0,INSTANT_AOE,1,0,1,1,0,150,0,0,3000,1000,0,1000,DeadEffect_Normal,1,12616578,4227970,4227458,2720646,4096,4,6,10,5800
1327,VOCATION_INVALID,1004_10_AI翻滚,SPELL_TYPE_CAST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,800,1025,0,-40,0,0,0,0,0,0,0,1,1,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,0,700,2000,0,200,DeadEffect_Normal,1,0,0,0,0,4096,8,0,0,0
1183,VOCATION_INVALID,3,SPELL_TYPE_CAST,empty,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
1268,VOCATION_JIANMO,0_0_普攻范围伤害,SPELL_TYPE_INSTANT,$普通攻击,$普通攻击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,2720632,2720632,1,84496,0,INSTANT_AOE,1,0,1,5,0,150,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
3,VOCATION_JIANMO,0_1_普攻1,SPELL_TYPE_CAST,$普通攻击,1,178,4129,4100,4101;302,4101;302,LJ_a02,0,R_q,R_q,0,2100,2101,2101,233,4,150,240,0,300,5999,0,0,0,0,0,41,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,2500,0,200,DeadEffect_Crack,1,16450,16450,16450,151818700,6528,8,2,0,0
5,VOCATION_JIANMO,0_2_普攻2,SPELL_TYPE_CAST,$普通攻击,1,178,0,4103,4101;302,4101;302,LJ_a03,0,R_q,R_q,0,2111,2101,2101,266,4,100,270,0,300,5998,0,0,0,0,0,41,0,120,0,2720632,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,2500,0,200,DeadEffect_Crack,1,16450,16450,16450,151818700,6528,8,2,0,0
1,VOCATION_JIANMO,0_3_普攻3,SPELL_TYPE_CAST,$普通攻击,1,178,0,4102,4130;302,4130;302,0,a04,R_q,R_q,0,2112,2101,2101,0,4,200,100,0,300,5997,0,0,0,0,0,41,0,120,0,2719864,2720632,1,3164181,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,2500,0,200,DeadEffect_Crack,1,16450,16450,16450,151818700,6528,8,2,0,0
141,VOCATION_JIANMO,1_1_被动,SPELL_TYPE_CAST,$又见飞刀,$[b][size=25][yellow]又见飞刀[/yellow][/size][/b]<br>[size=20]风月游侠普攻对目标造成[orange][PASD=[LEVEL=40000+1000]/[_PASD=100]][/orange]点额外物理伤害，且普攻击中目标会提升[orange]20%[/orange]的移动速度，持续[orange]2[/orange]秒[/size],178,0,0,0,0,0,0,sd,sd,0,0,0,0,0,4,100,0,0,0,0,-70,0,0,0,0,0,0,1,0,0,2,4,128,0,INSTANT_AOE,1,0,1,1,0,100,0,100,500,10000,0,300,DeadEffect_Normal,3,8389121,513,1,525056,0,8,2,0,0
146,VOCATION_JIANMO,2_1_Q技能1,SPELL_TYPE_CAST,$刀飞扇舞,$[b][size=25][yellow]刀飞扇舞[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]风月游侠将内力凝聚到扇子上朝前方挥舞，对前方扇形范围内所有敌人造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=1010+75][/orange][red]（+[PA=100]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange] [CD1=5905][/orange]秒[/size],179,4135;4107;4108;4113;4114;4115;4116,0,4109,4109,b01,0,R_q,SJ_jd,2103,0,2104,2104,300,4,300,500,500,1000,5905,-60,0,0,75,1010,100,0,120,0,2719864,2719864,1,98329,0,INSTANT_SECTOR,1,0,1,20,2000,2000,20,40,1500,10000,0,1000,DeadEffect_Back,2,8405890,17282,16770,2132868,4096,8,6,10,660
140,VOCATION_JIANMO,3_1_E技能1,SPELL_TYPE_CAST,$御风神行,$[b][size=25][yellow]御风神行[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]风月游侠触发轻功，可在空中多次踏空飞行，持续[orange]10[/orange]秒，期间可进行3连跳再次加速，如果技能持续期间保持站立会移除轻功效果[/blue][orange]（战斗状态中不可使用）[/orange]<br>消耗法力：[orange]70[/orange]点<br>冷却时间：[orange] [CD1=5913][/orange]秒[/size],177,0,0,0,0,0,0,sd,sd,0,2109;2120,0,0,0,4,100,0,0,0,5913,-70,0,0,0,0,0,0,1,0,0,2,4,128,0,INSTANT_AOE,1,0,1,1,0,100,0,100,500,10000,0,300,DeadEffect_Normal,3,1,1,1,541443,0,8,2,0,0
161,VOCATION_JIANMO,4_1_大招1,SPELL_TYPE_CHANNEL,$例无虚发,$[b][size=25][yellow]例无虚发[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]风月游侠飞刀绝技已入化境，凝聚内力成飞刀攻击前方目标，对目标造成物理伤害，并降低目标护甲20，持续7秒[/blue]<br>物理伤害：[orange]175[/orange][red]（+[PA=140]）[/red]点<br>消耗法力：[orange]150[/orange]点<br>冷却时间：[orange] [CD1=5910][/orange]秒[/size],180,4111;4112,4110;4117;4118;4119;4120;4121,4109,4109,c01,0,R_q,SJ_jd,2110,0,2104,2104,500,4,550,1300,500,1000,5910,-150,0,0,35,0,28,0,120,0,2719864,2719864,1,98329,0,FLY_LINE,1,100,5,200,0,250,0,100,2000,4000,0,1000,DeadEffect_Back,2,8668098,279490,278978,44076806,4096,8,7,10,722
