英雄ID,星级,成长属性ID,上限等级,经验类型,可拥有专属天赋数量,专属天赋ID组,升星卡牌数,升星金币数,星级图标,星级名称,星级框体,星级光效,本命英雄升星卡牌消耗,本命英雄升星金币消耗
int,int,int,int,int,int,string,string,int,int,string,int,int,int,int
13,24,1324,50,1,0,,13;2000,200000,4,星灵圣体,4,4,,
13,25,1325,50,1,0,,13;1000,100000,5,泰坦之躯,5,5,,
13,26,1326,50,1,0,,13;1000,100000,5,泰坦之躯,5,5,,
13,27,1327,50,1,0,,13;1000,100000,5,泰坦之躯,5,5,,
13,28,1328,50,1,0,,13;1000,100000,5,泰坦之躯,5,5,,
13,29,1329,50,1,0,,13;5000,500000,5,泰坦之躯,5,5,,
13,30,1330,50,1,0,,13;5000,500000,6,星际毁灭者,6,6,,
14,1,1401,5,1,0,,14;2,500,1,基因改造体,0,0,1,100
14,2,1402,50,1,0,,14;5,500,1,基因改造体,0,0,1,100
14,3,1403,50,1,0,,14;10,500,1,基因改造体,0,0,1,100
14,4,1404,50,1,0,,14;20,5000,1,基因改造体,0,0,2,1000
14,5,1405,50,1,0,,14;10,800,2,意识觉醒体,2,2,,
14,6,1406,50,1,0,,14;10,800,2,意识觉醒体,2,2,,
14,7,1407,50,1,0,,14;10,800,2,意识觉醒体,2,2,,
14,8,1408,50,1,0,,14;10,800,2,意识觉醒体,2,2,,
14,9,1409,50,1,0,,14;50,8000,2,意识觉醒体,2,2,,
14,10,1410,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,11,1411,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,12,1412,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,13,1413,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,14,1414,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,15,1415,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,16,1416,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,17,1417,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,18,1418,50,1,0,,14;30,2000,3,核晶强化体,3,3,,
14,19,1419,50,1,0,,14;100,18000,3,核晶强化体,3,3,,
14,20,1420,50,1,0,,14;500,50000,4,星灵圣体,4,4,,
14,21,1421,50,1,0,,14;500,50000,4,星灵圣体,4,4,,
14,22,1422,50,1,0,,14;500,50000,4,星灵圣体,4,4,,
14,23,1423,50,1,0,,14;500,50000,4,星灵圣体,4,4,,
14,24,1424,50,1,0,,14;2000,200000,4,星灵圣体,4,4,,
14,25,1425,50,1,0,,14;1000,100000,5,泰坦之躯,5,5,,
14,26,1426,50,1,0,,14;1000,100000,5,泰坦之躯,5,5,,
14,27,1427,50,1,0,,14;1000,100000,5,泰坦之躯,5,5,,
14,28,1428,50,1,0,,14;1000,100000,5,泰坦之躯,5,5,,
14,29,1429,50,1,0,,14;5000,500000,5,泰坦之躯,5,5,,
14,30,1430,50,1,0,,14;5000,500000,6,星际毁灭者,6,6,,
15,1,1501,5,1,0,,15;2,500,1,基因改造体,0,0,1,100
15,2,1502,50,1,0,,15;5,500,1,基因改造体,0,0,1,100
15,3,1503,50,1,0,,15;10,500,1,基因改造体,0,0,1,100
15,4,1504,50,1,0,,15;20,5000,1,基因改造体,0,0,2,1000
15,5,1505,50,1,0,,15;10,800,2,意识觉醒体,2,2,,
15,6,1506,50,1,0,,15;10,800,2,意识觉醒体,2,2,,
15,7,1507,50,1,0,,15;10,800,2,意识觉醒体,2,2,,
15,8,1508,50,1,0,,15;10,800,2,意识觉醒体,2,2,,
15,9,1509,50,1,0,,15;50,8000,2,意识觉醒体,2,2,,
15,10,1510,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,11,1511,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,12,1512,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,13,1513,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,14,1514,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,15,1515,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,16,1516,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,17,1517,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,18,1518,50,1,0,,15;30,2000,3,核晶强化体,3,3,,
15,19,1519,50,1,0,,15;100,18000,3,核晶强化体,3,3,,
15,20,1520,50,1,0,,15;500,50000,4,星灵圣体,4,4,,
15,21,1521,50,1,0,,15;500,50000,4,星灵圣体,4,4,,
15,22,1522,50,1,0,,15;500,50000,4,星灵圣体,4,4,,
15,23,1523,50,1,0,,15;500,50000,4,星灵圣体,4,4,,
15,24,1524,50,1,0,,15;2000,200000,4,星灵圣体,4,4,,
15,25,1525,50,1,0,,15;1000,100000,5,泰坦之躯,5,5,,
15,26,1526,50,1,0,,15;1000,100000,5,泰坦之躯,5,5,,
15,27,1527,50,1,0,,15;1000,100000,5,泰坦之躯,5,5,,
15,28,1528,50,1,0,,15;1000,100000,5,泰坦之躯,5,5,,
15,29,1529,50,1,0,,15;5000,500000,5,泰坦之躯,5,5,,
15,30,1530,50,1,0,,15;5000,500000,6,星际毁灭者,6,6,,
16,1,1601,5,1,0,,16;2,500,1,基因改造体,0,0,1,100
16,2,1602,50,1,0,,16;5,500,1,基因改造体,0,0,1,100
16,3,1603,50,1,0,,16;10,500,1,基因改造体,0,0,1,100
16,4,1604,50,1,0,,16;20,5000,1,基因改造体,0,0,2,1000
16,5,1605,50,1,0,,16;10,800,2,意识觉醒体,2,2,,
16,6,1606,50,1,0,,16;10,800,2,意识觉醒体,2,2,,
16,7,1607,50,1,0,,16;10,800,2,意识觉醒体,2,2,,
16,8,1608,50,1,0,,16;10,800,2,意识觉醒体,2,2,,
16,9,1609,50,1,0,,16;50,8000,2,意识觉醒体,2,2,,
16,10,1610,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,11,1611,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,12,1612,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,13,1613,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,14,1614,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,15,1615,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,16,1616,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,17,1617,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,18,1618,50,1,0,,16;30,2000,3,核晶强化体,3,3,,
16,19,1619,50,1,0,,16;100,18000,3,核晶强化体,3,3,,
16,20,1620,50,1,0,,16;500,50000,4,星灵圣体,4,4,,
16,21,1621,50,1,0,,16;500,50000,4,星灵圣体,4,4,,
16,22,1622,50,1,0,,16;500,50000,4,星灵圣体,4,4,,
16,23,1623,50,1,0,,16;500,50000,4,星灵圣体,4,4,,
16,24,1624,50,1,0,,16;2000,200000,4,星灵圣体,4,4,,
16,25,1625,50,1,0,,16;1000,100000,5,泰坦之躯,5,5,,
16,26,1626,50,1,0,,16;1000,100000,5,泰坦之躯,5,5,,
16,27,1627,50,1,0,,16;1000,100000,5,泰坦之躯,5,5,,
16,28,1628,50,1,0,,16;1000,100000,5,泰坦之躯,5,5,,
16,29,1629,50,1,0,,16;5000,500000,5,泰坦之躯,5,5,,
16,30,1630,50,1,0,,16;5000,500000,6,星际毁灭者,6,6,,
17,1,1701,5,1,0,,17;2,500,1,基因改造体,0,0,1,100
17,2,1702,50,1,0,,17;5,500,1,基因改造体,0,0,1,100
17,3,1703,50,1,0,,17;10,500,1,基因改造体,0,0,1,100
17,4,1704,50,1,0,,17;20,5000,1,基因改造体,0,0,2,1000
17,5,1705,50,1,0,,17;10,800,2,意识觉醒体,2,2,,
17,6,1706,50,1,0,,17;10,800,2,意识觉醒体,2,2,,
17,7,1707,50,1,0,,17;10,800,2,意识觉醒体,2,2,,
17,8,1708,50,1,0,,17;10,800,2,意识觉醒体,2,2,,
17,9,1709,50,1,0,,17;50,8000,2,意识觉醒体,2,2,,
17,10,1710,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,11,1711,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,12,1712,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,13,1713,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,14,1714,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,15,1715,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,16,1716,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,17,1717,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,18,1718,50,1,0,,17;30,2000,3,核晶强化体,3,3,,
17,19,1719,50,1,0,,17;100,18000,3,核晶强化体,3,3,,
17,20,1720,50,1,0,,17;500,50000,4,星灵圣体,4,4,,
17,21,1721,50,1,0,,17;500,50000,4,星灵圣体,4,4,,
17,22,1722,50,1,0,,17;500,50000,4,星灵圣体,4,4,,
17,23,1723,50,1,0,,17;500,50000,4,星灵圣体,4,4,,
17,24,1724,50,1,0,,17;2000,200000,4,星灵圣体,4,4,,
17,25,1725,50,1,0,,17;1000,100000,5,泰坦之躯,5,5,,
17,26,1726,50,1,0,,17;1000,100000,5,泰坦之躯,5,5,,
17,27,1727,50,1,0,,17;1000,100000,5,泰坦之躯,5,5,,
17,28,1728,50,1,0,,17;1000,100000,5,泰坦之躯,5,5,,
17,29,1729,50,1,0,,17;5000,500000,5,泰坦之躯,5,5,,
17,30,1730,50,1,0,,17;5000,500000,6,星际毁灭者,6,6,,
18,1,1801,5,1,0,,18;2,500,1,基因改造体,0,0,1,100
18,2,1802,50,1,0,,18;5,500,1,基因改造体,0,0,1,100
18,3,1803,50,1,0,,18;10,500,1,基因改造体,0,0,1,100
18,4,1804,50,1,0,,18;20,5000,1,基因改造体,0,0,2,1000
18,5,1805,50,1,0,,18;10,800,2,意识觉醒体,2,2,,
18,6,1806,50,1,0,,18;10,800,2,意识觉醒体,2,2,,
18,7,1807,50,1,0,,18;10,800,2,意识觉醒体,2,2,,
18,8,1808,50,1,0,,18;10,800,2,意识觉醒体,2,2,,
18,9,1809,50,1,0,,18;50,8000,2,意识觉醒体,2,2,,
18,10,1810,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,11,1811,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,12,1812,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,13,1813,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,14,1814,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,15,1815,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,16,1816,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,17,1817,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,18,1818,50,1,0,,18;30,2000,3,核晶强化体,3,3,,
18,19,1819,50,1,0,,18;100,18000,3,核晶强化体,3,3,,
18,20,1820,50,1,0,,18;500,50000,4,星灵圣体,4,4,,
18,21,1821,50,1,0,,18;500,50000,4,星灵圣体,4,4,,
18,22,1822,50,1,0,,18;500,50000,4,星灵圣体,4,4,,
18,23,1823,50,1,0,,18;500,50000,4,星灵圣体,4,4,,
18,24,1824,50,1,0,,18;2000,200000,4,星灵圣体,4,4,,
18,25,1825,50,1,0,,18;1000,100000,5,泰坦之躯,5,5,,
18,26,1826,50,1,0,,18;1000,100000,5,泰坦之躯,5,5,,
18,27,1827,50,1,0,,18;1000,100000,5,泰坦之躯,5,5,,
18,28,1828,50,1,0,,18;1000,100000,5,泰坦之躯,5,5,,
18,29,1829,50,1,0,,18;5000,500000,5,泰坦之躯,5,5,,
18,30,1830,50,1,0,,18;5000,500000,6,星际毁灭者,6,6,,
19,1,1901,5,1,0,,19;2,500,1,基因改造体,0,0,1,100
19,2,1902,50,1,0,,19;5,500,1,基因改造体,0,0,1,100
19,3,1903,50,1,0,,19;10,500,1,基因改造体,0,0,1,100
19,4,1904,50,1,0,,19;20,5000,1,基因改造体,0,0,2,1000
19,5,1905,50,1,0,,19;10,800,2,意识觉醒体,2,2,,
19,6,1906,50,1,0,,19;10,800,2,意识觉醒体,2,2,,
19,7,1907,50,1,0,,19;10,800,2,意识觉醒体,2,2,,
19,8,1908,50,1,0,,19;10,800,2,意识觉醒体,2,2,,
19,9,1909,50,1,0,,19;50,8000,2,意识觉醒体,2,2,,
19,10,1910,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,11,1911,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,12,1912,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,13,1913,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,14,1914,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,15,1915,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,16,1916,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,17,1917,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,18,1918,50,1,0,,19;30,2000,3,核晶强化体,3,3,,
19,19,1919,50,1,0,,19;100,18000,3,核晶强化体,3,3,,
19,20,1920,50,1,0,,19;500,50000,4,星灵圣体,4,4,,
19,21,1921,50,1,0,,19;500,50000,4,星灵圣体,4,4,,
19,22,1922,50,1,0,,19;500,50000,4,星灵圣体,4,4,,
19,23,1923,50,1,0,,19;500,50000,4,星灵圣体,4,4,,
19,24,1924,50,1,0,,19;2000,200000,4,星灵圣体,4,4,,
19,25,1925,50,1,0,,19;1000,100000,5,泰坦之躯,5,5,,
19,26,1926,50,1,0,,19;1000,100000,5,泰坦之躯,5,5,,
19,27,1927,50,1,0,,19;1000,100000,5,泰坦之躯,5,5,,
19,28,1928,50,1,0,,19;1000,100000,5,泰坦之躯,5,5,,
19,29,1929,50,1,0,,19;5000,500000,5,泰坦之躯,5,5,,
19,30,1930,50,1,0,,19;5000,500000,6,星际毁灭者,6,6,,
20,1,2001,5,1,0,,20;2,500,1,基因改造体,0,0,1,100
20,2,2002,50,1,0,,20;5,500,1,基因改造体,0,0,1,100
20,3,2003,50,1,0,,20;10,500,1,基因改造体,0,0,1,100
20,4,2004,50,1,0,,20;20,5000,1,基因改造体,0,0,2,1000
20,5,2005,50,1,0,,20;10,800,2,意识觉醒体,2,2,,
20,6,2006,50,1,0,,20;10,800,2,意识觉醒体,2,2,,
20,7,2007,50,1,0,,20;10,800,2,意识觉醒体,2,2,,
20,8,2008,50,1,0,,20;10,800,2,意识觉醒体,2,2,,
20,9,2009,50,1,0,,20;50,8000,2,意识觉醒体,2,2,,
20,10,2010,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,11,2011,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,12,2012,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,13,2013,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,14,2014,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,15,2015,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,16,2016,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,17,2017,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,18,2018,50,1,0,,20;30,2000,3,核晶强化体,3,3,,
20,19,2019,50,1,0,,20;100,18000,3,核晶强化体,3,3,,
20,20,2020,50,1,0,,20;500,50000,4,星灵圣体,4,4,,
20,21,2021,50,1,0,,20;500,50000,4,星灵圣体,4,4,,
20,22,2022,50,1,0,,20;500,50000,4,星灵圣体,4,4,,
20,23,2023,50,1,0,,20;500,50000,4,星灵圣体,4,4,,
20,24,2024,50,1,0,,20;2000,200000,4,星灵圣体,4,4,,
20,25,2025,50,1,0,,20;1000,100000,5,泰坦之躯,5,5,,
20,26,2026,50,1,0,,20;1000,100000,5,泰坦之躯,5,5,,
20,27,2027,50,1,0,,20;1000,100000,5,泰坦之躯,5,5,,
20,28,2028,50,1,0,,20;1000,100000,5,泰坦之躯,5,5,,
20,29,2029,50,1,0,,20;5000,500000,5,泰坦之躯,5,5,,
20,30,2030,50,1,0,,20;5000,500000,6,星际毁灭者,6,6,,
21,1,2101,5,1,0,,21;2,500,1,基因改造体,0,0,1,100
21,2,2102,50,1,0,,21;5,500,1,基因改造体,0,0,1,100
21,3,2103,50,1,0,,21;10,500,1,基因改造体,0,0,1,100
21,4,2104,50,1,0,,21;20,5000,1,基因改造体,0,0,2,1000
21,5,2105,50,1,0,,21;10,800,2,意识觉醒体,2,2,,
21,6,2106,50,1,0,,21;10,800,2,意识觉醒体,2,2,,
21,7,2107,50,1,0,,21;10,800,2,意识觉醒体,2,2,,
21,8,2108,50,1,0,,21;10,800,2,意识觉醒体,2,2,,
21,9,2109,50,1,0,,21;50,8000,2,意识觉醒体,2,2,,
21,10,2110,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,11,2111,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,12,2112,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,13,2113,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,14,2114,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,15,2115,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,16,2116,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,17,2117,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,18,2118,50,1,0,,21;30,2000,3,核晶强化体,3,3,,
21,19,2119,50,1,0,,21;100,18000,3,核晶强化体,3,3,,
21,20,2120,50,1,0,,21;500,50000,4,星灵圣体,4,4,,
21,21,2121,50,1,0,,21;500,50000,4,星灵圣体,4,4,,
21,22,2122,50,1,0,,21;500,50000,4,星灵圣体,4,4,,
21,23,2123,50,1,0,,21;500,50000,4,星灵圣体,4,4,,
21,24,2124,50,1,0,,21;2000,200000,4,星灵圣体,4,4,,
21,25,2125,50,1,0,,21;1000,100000,5,泰坦之躯,5,5,,
21,26,2126,50,1,0,,21;1000,100000,5,泰坦之躯,5,5,,
21,27,2127,50,1,0,,21;1000,100000,5,泰坦之躯,5,5,,
21,28,2128,50,1,0,,21;1000,100000,5,泰坦之躯,5,5,,
21,29,2129,50,1,0,,21;5000,500000,5,泰坦之躯,5,5,,
21,30,2130,50,1,0,,21;5000,500000,6,星际毁灭者,6,6,,
22,1,2201,5,1,0,,22;2,500,1,基因改造体,0,0,1,100
22,2,2202,50,1,0,,22;5,500,1,基因改造体,0,0,1,100
22,3,2203,50,1,0,,22;10,500,1,基因改造体,0,0,1,100
22,4,2204,50,1,0,,22;20,5000,1,基因改造体,0,0,2,1000
22,5,2205,50,1,0,,22;10,800,2,意识觉醒体,2,2,,
22,6,2206,50,1,0,,22;10,800,2,意识觉醒体,2,2,,
22,7,2207,50,1,0,,22;10,800,2,意识觉醒体,2,2,,
22,8,2208,50,1,0,,22;10,800,2,意识觉醒体,2,2,,
22,9,2209,50,1,0,,22;50,8000,2,意识觉醒体,2,2,,
22,10,2210,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,11,2211,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,12,2212,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,13,2213,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,14,2214,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,15,2215,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,16,2216,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,17,2217,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,18,2218,50,1,0,,22;30,2000,3,核晶强化体,3,3,,
22,19,2219,50,1,0,,22;100,18000,3,核晶强化体,3,3,,
22,20,2220,50,1,0,,22;500,50000,4,星灵圣体,4,4,,
22,21,2221,50,1,0,,22;500,50000,4,星灵圣体,4,4,,
22,22,2222,50,1,0,,22;500,50000,4,星灵圣体,4,4,,
22,23,2223,50,1,0,,22;500,50000,4,星灵圣体,4,4,,
22,24,2224,50,1,0,,22;2000,200000,4,星灵圣体,4,4,,
22,25,2225,50,1,0,,22;1000,100000,5,泰坦之躯,5,5,,
22,26,2226,50,1,0,,22;1000,100000,5,泰坦之躯,5,5,,
22,27,2227,50,1,0,,22;1000,100000,5,泰坦之躯,5,5,,
22,28,2228,50,1,0,,22;1000,100000,5,泰坦之躯,5,5,,
22,29,2229,50,1,0,,22;5000,500000,5,泰坦之躯,5,5,,
22,30,2230,50,1,0,,22;5000,500000,6,星际毁灭者,6,6,,
23,1,2301,5,1,0,,23;2,500,1,基因改造体,0,0,1,100
23,2,2302,50,1,0,,23;5,500,1,基因改造体,0,0,1,100
23,3,2303,50,1,0,,23;10,500,1,基因改造体,0,0,1,100
23,4,2304,50,1,0,,23;20,5000,1,基因改造体,0,0,2,1000
23,5,2305,50,1,0,,23;10,800,2,意识觉醒体,2,2,,
23,6,2306,50,1,0,,23;10,800,2,意识觉醒体,2,2,,
23,7,2307,50,1,0,,23;10,800,2,意识觉醒体,2,2,,
23,8,2308,50,1,0,,23;10,800,2,意识觉醒体,2,2,,
23,9,2309,50,1,0,,23;50,8000,2,意识觉醒体,2,2,,
23,10,2310,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,11,2311,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,12,2312,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,13,2313,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,14,2314,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,15,2315,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,16,2316,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,17,2317,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,18,2318,50,1,0,,23;30,2000,3,核晶强化体,3,3,,
23,19,2319,50,1,0,,23;100,18000,3,核晶强化体,3,3,,
23,20,2320,50,1,0,,23;500,50000,4,星灵圣体,4,4,,
23,21,2321,50,1,0,,23;500,50000,4,星灵圣体,4,4,,
23,22,2322,50,1,0,,23;500,50000,4,星灵圣体,4,4,,
23,23,2323,50,1,0,,23;500,50000,4,星灵圣体,4,4,,
23,24,2324,50,1,0,,23;2000,200000,4,星灵圣体,4,4,,
23,25,2325,50,1,0,,23;1000,100000,5,泰坦之躯,5,5,,
23,26,2326,50,1,0,,23;1000,100000,5,泰坦之躯,5,5,,
23,27,2327,50,1,0,,23;1000,100000,5,泰坦之躯,5,5,,
23,28,2328,50,1,0,,23;1000,100000,5,泰坦之躯,5,5,,
23,29,2329,50,1,0,,23;5000,500000,5,泰坦之躯,5,5,,
23,30,2330,50,1,0,,23;5000,500000,6,星际毁灭者,6,6,,
24,1,2401,5,1,0,,24;2,500,1,基因改造体,0,0,1,100
24,2,2402,50,1,0,,24;5,500,1,基因改造体,0,0,1,100
24,3,2403,50,1,0,,24;10,500,1,基因改造体,0,0,1,100
24,4,2404,50,1,0,,24;20,5000,1,基因改造体,0,0,2,1000
24,5,2405,50,1,0,,24;10,800,2,意识觉醒体,2,2,,
24,6,2406,50,1,0,,24;10,800,2,意识觉醒体,2,2,,
24,7,2407,50,1,0,,24;10,800,2,意识觉醒体,2,2,,
24,8,2408,50,1,0,,24;10,800,2,意识觉醒体,2,2,,
24,9,2409,50,1,0,,24;50,8000,2,意识觉醒体,2,2,,
24,10,2410,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,11,2411,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,12,2412,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,13,2413,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,14,2414,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,15,2415,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,16,2416,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,17,2417,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,18,2418,50,1,0,,24;30,2000,3,核晶强化体,3,3,,
24,19,2419,50,1,0,,24;100,18000,3,核晶强化体,3,3,,
24,20,2420,50,1,0,,24;500,50000,4,星灵圣体,4,4,,
24,21,2421,50,1,0,,24;500,50000,4,星灵圣体,4,4,,
24,22,2422,50,1,0,,24;500,50000,4,星灵圣体,4,4,,
24,23,2423,50,1,0,,24;500,50000,4,星灵圣体,4,4,,
24,24,2424,50,1,0,,24;2000,200000,4,星灵圣体,4,4,,
24,25,2425,50,1,0,,24;1000,100000,5,泰坦之躯,5,5,,
24,26,2426,50,1,0,,24;1000,100000,5,泰坦之躯,5,5,,
24,27,2427,50,1,0,,24;1000,100000,5,泰坦之躯,5,5,,
24,28,2428,50,1,0,,24;1000,100000,5,泰坦之躯,5,5,,
24,29,2429,50,1,0,,24;5000,500000,5,泰坦之躯,5,5,,
24,30,2430,50,1,0,,24;5000,500000,6,星际毁灭者,6,6,,
25,1,2501,5,1,0,,25;2,500,1,基因改造体,0,0,1,100
25,2,2502,50,1,0,,25;5,500,1,基因改造体,0,0,1,100
25,3,2503,50,1,0,,25;10,500,1,基因改造体,0,0,1,100
25,4,2504,50,1,0,,25;20,5000,1,基因改造体,0,0,2,1000
25,5,2505,50,1,0,,25;10,800,2,意识觉醒体,2,2,,
25,6,2506,50,1,0,,25;10,800,2,意识觉醒体,2,2,,
25,7,2507,50,1,0,,25;10,800,2,意识觉醒体,2,2,,
25,8,2508,50,1,0,,25;10,800,2,意识觉醒体,2,2,,
25,9,2509,50,1,0,,25;50,8000,2,意识觉醒体,2,2,,
25,10,2510,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,11,2511,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,12,2512,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,13,2513,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,14,2514,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,15,2515,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,16,2516,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,17,2517,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,18,2518,50,1,0,,25;30,2000,3,核晶强化体,3,3,,
25,19,2519,50,1,0,,25;100,18000,3,核晶强化体,3,3,,
25,20,2520,50,1,0,,25;500,50000,4,星灵圣体,4,4,,
25,21,2521,50,1,0,,25;500,50000,4,星灵圣体,4,4,,
25,22,2522,50,1,0,,25;500,50000,4,星灵圣体,4,4,,
25,23,2523,50,1,0,,25;500,50000,4,星灵圣体,4,4,,
25,24,2524,50,1,0,,25;2000,200000,4,星灵圣体,4,4,,
25,25,2525,50,1,0,,25;1000,100000,5,泰坦之躯,5,5,,
25,26,2526,50,1,0,,25;1000,100000,5,泰坦之躯,5,5,,
25,27,2527,50,1,0,,25;1000,100000,5,泰坦之躯,5,5,,
25,28,2528,50,1,0,,25;1000,100000,5,泰坦之躯,5,5,,
25,29,2529,50,1,0,,25;5000,500000,5,泰坦之躯,5,5,,
25,30,2530,50,1,0,,25;5000,500000,6,星际毁灭者,6,6,,
26,1,2601,5,1,0,,26;2,500,1,基因改造体,0,0,1,100
26,2,2602,50,1,0,,26;5,500,1,基因改造体,0,0,1,100
26,3,2603,50,1,0,,26;10,500,1,基因改造体,0,0,1,100
26,4,2604,50,1,0,,26;20,5000,1,基因改造体,0,0,2,1000
26,5,2605,50,1,0,,26;10,800,2,意识觉醒体,2,2,,
26,6,2606,50,1,0,,26;10,800,2,意识觉醒体,2,2,,
26,7,2607,50,1,0,,26;10,800,2,意识觉醒体,2,2,,
26,8,2608,50,1,0,,26;10,800,2,意识觉醒体,2,2,,
26,9,2609,50,1,0,,26;50,8000,2,意识觉醒体,2,2,,
26,10,2610,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,11,2611,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,12,2612,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
