天赋ID,比赛类型,地图ID,职业,等级,前置天赋,激活类型,消耗点数,天赋效果,天赋名称,天赋图标ID,天赋描述,,,,,,,,,,,,
10806,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,9,0,1,0,10806,无路可逃,,,,,,,,,,,,,,
10807,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,9,0,1,0,10807,绝处逢生,,,,,,,,,,,,,,
10808,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,9,0,1,0,10808,危压,,,,,,,,,,,,,,
10809,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,15,0,1,0,10809,狂烈之舞,,,,,,,,,,,,,,
10810,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,15,0,1,0,10810,滑翔狩猎,,,,,,,,,,,,,,
10811,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,12,0,1,0,10001,净化,,,,,,,,,,,,,,
10812,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,12,0,1,0,10018,三环,,,,,,,,,,,,,,
10813,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
10814,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
10815,1;2;3;4;5;6;7;8;9;11;12;13,1,8,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
10816,1;2;3;4;5;6;7;8;9;11;12;13;14,1,8,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
10817,10,179,8,3,0,1,0,10813;663,撕裂伤口,,,,,,,,,,,,,,
10818,10,179,8,6,0,1,0,10814;664,死亡之舞,,,,,,,,,,,,,,
10819,10,179,8,9,0,1,0,10815,治愈,,,,,,,,,,,,,,
10823,10,179,8,15,0,1,0,10816,毁墙,,,,,,,,,,,,,,
10820,10,179,8,12,0,1,0,10001,净化,,,,,,,,,,,,,,
10821,10,179,8,12,0,1,0,10018,三环,,,,,,,,,,,,,,
10822,10,179,8,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
10824,10,179,8,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
10825,10,179,8,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
10826,10,179,8,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
10901,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,3,0,1,0,10909,无尽毁灭,,,,,,,,,,,,,,
10902,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,3,0,1,0,10910,山崩,,,,,,,,,,,,,,
10903,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,3,0,1,0,10911,激昂,,,,,,,,,,,,,,
10904,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,6,0,1,0,10912,重剑无锋,,,,,,,,,,,,,,
10905,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,6,0,1,0,10913,裂地重劈,,,,,,,,,,,,,,
10906,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,9,0,1,0,10914,狂战士,,,,,,,,,,,,,,
10907,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,9,0,1,0,10915,战士之血,,,,,,,,,,,,,,
10908,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,9,0,1,0,10916,沉重打击,,,,,,,,,,,,,,
10909,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,15,0,1,0,10917,无尽毁灭,,,,,,,,,,,,,,
10910,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,15,0,1,0,10918,山崩,,,,,,,,,,,,,,
10911,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
10912,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
10913,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
10914,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
10915,1;2;3;4;5;6;7;8;9;11;12;13,1,9,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
10916,1;2;3;4;5;6;7;8;9;11;12;13;14,1,9,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11001,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,3,0,1,0,11001,礼物,,,,,,,,,,,,,,
11002,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,3,0,1,0,11002,神意,,,,,,,,,,,,,,
11003,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,3,0,1,0,11003,枪术训练,,,,,,,,,,,,,,
11004,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,6,0,1,0,11004,无双枪阵,,,,,,,,,,,,,,
11005,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,9,0,1,0,11005,横扫,,,,,,,,,,,,,,
11006,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,9,0,1,0,11006,脱身,,,,,,,,,,,,,,
11007,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,9,0,1,0,11007,内伤,,,,,,,,,,,,,,
11008,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,15,0,1,0,11008,无双枪阵,,,,,,,,,,,,,,
11009,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,15,0,1,0,11009,英雄时刻,,,,,,,,,,,,,,
11010,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,12,0,1,0,10001,净化,,,,,,,,,,,,,,
11011,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
11012,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11013,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11014,1;2;3;4;5;6;7;8;9;11;12;13,1,10,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11015,1;2;3;4;5;6;7;8;9;11;12;13;14,1,10,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11101,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,3,0,1,0,11101,恶念传播,,,,,,,,,,,,,,
11102,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,3,0,1,0,11102,波动印记,,,,,,,,,,,,,,
11103,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,3,0,1,0,11103,天意,,,,,,,,,,,,,,
11104,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,6,0,1,0,11104,厄运锁链,,,,,,,,,,,,,,
11105,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,9,0,1,0,11105,厄运降临,,,,,,,,,,,,,,
11106,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,9,0,1,0,11106,殒命路径,,,,,,,,,,,,,,
11107,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,9,0,1,0,11107,致命伪装,,,,,,,,,,,,,,
11108,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,15,0,1,0,11108,厄运锁链,,,,,,,,,,,,,,
11109,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,12,0,1,0,10004,金身,,,,,,,,,,,,,,
11110,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
11111,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11112,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11113,1;2;3;4;5;6;7;8;9;11;12;13,1,11,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11114,1;2;3;4;5;6;7;8;9;11;12;13;14,1,11,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11201,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,3,0,1,0,11209,火神注视,,,,,,,,,,,,,,
11202,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,9,0,1,0,11210,火焰附着,,,,,,,,,,,,,,
11203,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,3,0,1,0,11211,火神祭品,,,,,,,,,,,,,,
11204,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,6,0,1,0,11212,浴火重生,,,,,,,,,,,,,,
11205,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,6,0,1,0,11213,火神附体,,,,,,,,,,,,,,
11206,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,3,0,1,0,11214,烈焰灼烧,,,,,,,,,,,,,,
11207,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,3,0,1,0,11215,魔焰侵袭,,,,,,,,,,,,,,
11208,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,9,0,1,0,11216,魔力回溯,,,,,,,,,,,,,,
11209,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,15,0,1,0,11217,火神注视,,,,,,,,,,,,,,
11210,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,15,0,1,0,11218,火神,,,,,,,,,,,,,,
11211,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,12,0,1,0,10004,金身,,,,,,,,,,,,,,
11212,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
11213,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11214,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11215,1;2;3;4;5;6;7;8;9;11;12;13,1,12,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11216,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11217,1;2;3;4;5;6;7;8;9;11;12;13;14,1,12,9,0,1,0,11219,火焰强袭,,,,,,,,,,,,,,
11301,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,3,0,1,0,11301,魔性铠甲,,,,,,,,,,,,,,
11302,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,3,0,1,0,11302,双刃剑,,,,,,,,,,,,,,
11303,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,3,0,1,0,11303,养精蓄锐,,,,,,,,,,,,,,
11304,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,6,0,1,0,11304,重盾挥击,,,,,,,,,,,,,,
11305,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,9,0,1,0,11305,浓度酒桶,,,,,,,,,,,,,,
11306,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,9,0,1,0,11306,难以承受,,,,,,,,,,,,,,
11307,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,9,0,1,0,11307,酒气护体,,,,,,,,,,,,,,
11308,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,15,0,1,0,11308,重盾挥击,,,,,,,,,,,,,,
11309,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
11310,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
11311,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
11312,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11313,1;2;3;4;5;6;7;8;9;11;12;13,1,13,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11314,1;2;3;4;5;6;7;8;9;11;12;13;14,1,13,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11401,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,3,0,1,0,11401,致残一击,,,,,,,,,,,,,,
11402,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,3,0,1,0,11407,追袭者,,,,,,,,,,,,,,
11403,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,3,0,1,0,11403,水舞-启,,,,,,,,,,,,,,
11404,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,6,0,1,0,11404,剑影神域,,,,,,,,,,,,,,
11405,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,6,0,1,0,11405,真视透析,,,,,,,,,,,,,,
11406,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,9,0,1,0,11406,得寸进尺,,,,,,,,,,,,,,
11407,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,9,0,1,0,11402,游刃有余,,,,,,,,,,,,,,
11408,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,9,0,1,0,11408,水舞-宁,,,,,,,,,,,,,,
11409,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,15,0,1,0,11409,剑影神域,,,,,,,,,,,,,,
11410,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,15,0,1,0,11410,真视透析,,,,,,,,,,,,,,
11411,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,12,0,1,0,10001,净化,,,,,,,,,,,,,,
11412,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
11413,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11414,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11415,1;2;3;4;5;6;7;8;9;11;12;13,1,14,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11416,1;2;3;4;5;6;7;8;9;11;12;13;14,1,14,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11501,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,3,0,1,0,11501,感染强化,,,,,,,,,,,,,,
11502,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,3,0,1,0,11502,生化领域,,,,,,,,,,,,,,
11503,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,3,0,1,0,11503,尸毒爆,,,,,,,,,,,,,,
11504,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,6,0,1,0,11504,剧毒寄生,,,,,,,,,,,,,,
11505,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,6,0,1,0,11505,生化魔王,,,,,,,,,,,,,,
11506,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,9,0,1,0,11506,狂暴,,,,,,,,,,,,,,
11507,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,9,0,1,0,11507,迷魂墓碑,,,,,,,,,,,,,,
11508,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,9,0,1,0,11508,生化回复,,,,,,,,,,,,,,
11509,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,15,0,1,0,11509,剧毒寄生,,,,,,,,,,,,,,
11510,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,15,0,1,0,11510,生化魔王,,,,,,,,,,,,,,
11511,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
11512,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
11513,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
11514,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11515,1;2;3;4;5;6;7;8;9;11;12;13,1,15,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11516,1;2;3;4;5;6;7;8;9;11;12;13;14,1,15,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11601,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,3,0,1,0,11601,狂暴,,,,,,,,,,,,,,
11602,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,3,0,1,0,11602,快速吟唱,,,,,,,,,,,,,,
11603,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,3,0,1,0,11603,恐惧撕咬,,,,,,,,,,,,,,
11604,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,6,0,1,0,11604,灵魂爆炸,,,,,,,,,,,,,,
11605,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,6,0,1,0,11605,狼魂附体,,,,,,,,,,,,,,
11606,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,9,0,1,0,11606,狂怒,,,,,,,,,,,,,,
11608,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,9,0,1,0,11608,灵动,,,,,,,,,,,,,,
11609,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,15,0,1,0,11609,灵魂爆炸,,,,,,,,,,,,,,
11610,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,15,0,1,0,11610,快速转换,,,,,,,,,,,,,,
11611,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11612,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,12,0,1,0,10024,闪电,,,,,,,,,,,,,,
11613,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,12,0,1,0,10027,塔防,,,,,,,,,,,,,,
11614,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11615,1;2;3;4;5;6;7;8;9;11;12;13,1,16,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11616,1;2;3;4;5;6;7;8;9;11;12;13;14,1,16,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11701,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,3,0,1,0,11710,吸灵禁锢,,,,,,,,,,,,,,
11702,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,3,0,1,0,11711,金身,,,,,,,,,,,,,,
11703,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,3,0,1,0,11712,寄生,,,,,,,,,,,,,,
11704,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,6,0,1,0,11713,生命领域,,,,,,,,,,,,,,
11706,1;2;3;4;5;6;7;8;9;11;12;13,1,17,9,0,1,0,11715,治愈,,,,,,,,,,,,,,
11707,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,9,0,1,0,11716,毁墙,,,,,,,,,,,,,,
11708,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,9,0,1,0,11717,无限吸灵,,,,,,,,,,,,,,
11709,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,15,0,1,0,11718,灭灵,,,,,,,,,,,,,,
11711,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,12,0,1,0,10004,金身,,,,,,,,,,,,,,
11712,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
11713,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11714,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11715,1;2;3;4;5;6;7;8;9;11;12;13,1,17,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11716,1;2;3;4;5;6;7;8;9;11;12;13;14,1,17,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11801,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,3,0,1,0,11801,养精蓄锐,,,,,,,,,,,,,,
11802,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,3,0,1,0,11802,飞弹训练,,,,,,,,,,,,,,
11803,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,3,0,1,0,11803,爆裂飞弹,,,,,,,,,,,,,,
11804,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,6,0,1,0,11804,正义洗礼,,,,,,,,,,,,,,
11805,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,9,0,1,0,11805,快枪手步伐,,,,,,,,,,,,,,
11806,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,9,0,1,0,11806,击中要害,,,,,,,,,,,,,,
11807,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,9,0,1,0,11807,填装弹药,,,,,,,,,,,,,,
11808,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,15,0,1,0,11808,正义洗礼,,,,,,,,,,,,,,
11809,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,12,0,1,0,10018,三环,,,,,,,,,,,,,,
11810,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,12,0,1,0,10024,闪电,,,,,,,,,,,,,,
11811,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11812,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11813,1;2;3;4;5;6;7;8;9;11;12;13,1,18,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11814,1;2;3;4;5;6;7;8;9;11;12;13;14,1,18,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
11901,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,3,0,1,0,11901,龙母之力,,,,,,,,,,,,,,
11902,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,3,0,1,0,11902,龙魂之身,,,,,,,,,,,,,,
11903,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,3,0,1,0,11903,龙之震荡,,,,,,,,,,,,,,
11904,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,6,0,1,0,11904,驾驭巨龙,,,,,,,,,,,,,,
11905,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,6,0,1,0,11905,龙焰吐息,,,,,,,,,,,,,,
11906,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,9,0,1,0,11906,双重湮灭,,,,,,,,,,,,,,
11907,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,9,0,1,0,11907,极速聚能,,,,,,,,,,,,,,
11908,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,9,0,1,0,11908,聚能术,,,,,,,,,,,,,,
11909,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,15,0,1,0,11909,巨龙之王,,,,,,,,,,,,,,
11910,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,15,0,1,0,11910,龙焰吐息,,,,,,,,,,,,,,
11911,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,12,0,1,0,10004,金身,,,,,,,,,,,,,,
11912,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
11913,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
11914,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
11915,1;2;3;4;5;6;7;8;9;11;12;13,1,19,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
11916,1;2;3;4;5;6;7;8;9;11;12;13;14,1,19,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12001,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,3,0,1,0,12001,一档-火箭炮,,,,,,,,,,,,,,
12002,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,3,0,1,0,12002,二档-喷气弹,,,,,,,,,,,,,,
12003,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,3,0,1,0,12003,三档-武装,,,,,,,,,,,,,,
12004,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,6,0,1,0,12004,蒸汽爆发,,,,,,,,,,,,,,
12005,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,6,0,1,0,12005,格林机关拳,,,,,,,,,,,,,,
12006,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,9,0,1,0,12006,一档-蛇枪,,,,,,,,,,,,,,
12007,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,9,0,1,0,12007,二档-弹射,,,,,,,,,,,,,,
12008,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,9,0,1,0,12008,三档-象枪连弹,,,,,,,,,,,,,,
12009,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,15,0,1,0,12009,蒸汽爆发,,,,,,,,,,,,,,
12010,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,15,0,1,0,12010,格林机关拳,,,,,,,,,,,,,,
12011,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,12,0,1,0,10031,真视,,,,,,,,,,,,,,
12012,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,12,0,1,0,10027,塔防,,,,,,,,,,,,,,
12013,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,12,0,1,0,10006,庇护,,,,,,,,,,,,,,
12014,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12015,1;2;3;4;5;6;7;8;9;11;12;13,1,20,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12016,1;2;3;4;5;6;7;8;9;11;12;13;14,1,20,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12101,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,3,0,1,0,12101,石盾,,,,,,,,,,,,,,
12102,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,3,0,1,0,12102,土系专精,,,,,,,,,,,,,,
12103,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,3,0,1,0,12103,锐利岩枪,,,,,,,,,,,,,,
12104,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,6,0,1,0,12104,石林突刺,,,,,,,,,,,,,,
12105,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,9,0,1,0,12105,隧道,,,,,,,,,,,,,,
12106,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,9,0,1,0,12106,地震,,,,,,,,,,,,,,
12107,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,9,0,1,0,12107,地裂,,,,,,,,,,,,,,
12108,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,15,0,1,0,12108,石林突刺,,,,,,,,,,,,,,
12109,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
12110,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
12111,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
12112,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12113,1;2;3;4;5;6;7;8;9;11;12;13,1,21,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12114,1;2;3;4;5;6;7;8;9;11;12;13;14,1,21,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12201,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,3,0,1,0,12201,水疗,,,,,,,,,,,,,,
12202,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,3,0,1,0,12202,潮涌,,,,,,,,,,,,,,
12203,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,3,0,1,0,12203,食人鱼,,,,,,,,,,,,,,
12204,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,6,0,1,0,12204,潮汐大波浪,,,,,,,,,,,,,,
12205,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,9,0,1,0,12205,玩水,,,,,,,,,,,,,,
