召唤师等级,比赛类型,日次数,周次数,胜利数量1,胜利1概率,胜利数量2,胜利2概率,胜利数量3,胜利3概率
9,7,0,0,4,300000,5,400000,7,300000
10,7,0,0,4,300000,5,400000,7,300000
11,7,0,0,4,300000,5,400000,7,300000
12,7,0,0,4,300000,5,400000,7,300000
13,7,0,0,4,300000,5,400000,7,300000
14,7,0,0,4,300000,5,400000,7,300000
15,7,0,0,4,300000,5,400000,7,300000
16,7,0,0,4,300000,5,400000,7,300000
17,7,0,0,4,300000,5,400000,7,300000
18,7,0,0,4,300000,5,400000,7,300000
19,7,0,0,4,300000,5,400000,7,300000
20,7,0,0,4,300000,5,400000,7,300000
21,7,0,0,4,300000,5,400000,7,300000
22,7,0,0,4,300000,5,400000,7,300000
23,7,0,0,4,300000,5,400000,7,300000
24,7,0,0,4,300000,5,400000,7,300000
25,7,0,0,4,300000,5,400000,7,300000
26,7,0,0,4,300000,5,400000,7,300000
27,7,0,0,4,300000,5,400000,7,300000
28,7,0,0,4,300000,5,400000,7,300000
29,7,0,0,4,300000,5,400000,7,300000
30,7,0,0,4,300000,5,400000,7,300000
31,7,0,0,4,300000,5,400000,7,300000
32,7,0,0,4,300000,5,400000,7,300000
33,7,0,0,4,300000,5,400000,7,300000
34,7,0,0,4,300000,5,400000,7,300000
35,7,0,0,4,300000,5,400000,7,300000
36,7,0,0,4,300000,5,400000,7,300000
37,7,0,0,4,300000,5,400000,7,300000
38,7,0,0,4,300000,5,400000,7,300000
39,7,0,0,4,300000,5,400000,7,300000
40,7,0,0,4,300000,5,400000,7,300000
41,7,0,0,4,300000,5,400000,7,300000
42,7,0,0,4,300000,5,400000,7,300000
43,7,0,0,4,300000,5,400000,7,300000
44,7,0,0,4,300000,5,400000,7,300000
45,7,0,0,4,300000,5,400000,7,300000
46,7,0,0,4,300000,5,400000,7,300000
47,7,0,0,4,300000,5,400000,7,300000
48,7,0,0,4,300000,5,400000,7,300000
49,7,0,0,4,300000,5,400000,7,300000
50,7,0,0,4,300000,5,400000,7,300000
51,7,0,0,4,300000,5,400000,7,300000
52,7,0,0,4,300000,5,400000,7,300000
53,7,0,0,4,300000,5,400000,7,300000
54,7,0,0,4,300000,5,400000,7,300000
55,7,0,0,4,300000,5,400000,7,300000
56,7,0,0,4,300000,5,400000,7,300000
57,7,0,0,4,300000,5,400000,7,300000
58,7,0,0,4,300000,5,400000,7,300000
59,7,0,0,4,300000,5,400000,7,300000
60,7,0,0,4,300000,5,400000,7,300000
61,7,0,0,4,300000,5,400000,7,300000
62,7,0,0,4,300000,5,400000,7,300000
63,7,0,0,4,300000,5,400000,7,300000
64,7,0,0,4,300000,5,400000,7,300000
65,7,0,0,4,300000,5,400000,7,300000
66,7,0,0,4,300000,5,400000,7,300000
67,7,0,0,4,300000,5,400000,7,300000
68,7,0,0,4,300000,5,400000,7,300000
69,7,0,0,4,300000,5,400000,7,300000
70,7,0,0,4,300000,5,400000,7,300000
71,7,0,0,4,300000,5,400000,7,300000
72,7,0,0,4,300000,5,400000,7,300000
73,7,0,0,4,300000,5,400000,7,300000
74,7,0,0,4,300000,5,400000,7,300000
75,7,0,0,4,300000,5,400000,7,300000
76,7,0,0,4,300000,5,400000,7,300000
77,7,0,0,4,300000,5,400000,7,300000
78,7,0,0,4,300000,5,400000,7,300000
79,7,0,0,4,300000,5,400000,7,300000
80,7,0,0,4,300000,5,400000,7,300000
81,7,0,0,4,300000,5,400000,7,300000
82,7,0,0,4,300000,5,400000,7,300000
83,7,0,0,4,300000,5,400000,7,300000
84,7,0,0,4,300000,5,400000,7,300000
85,7,0,0,4,300000,5,400000,7,300000
86,7,0,0,4,300000,5,400000,7,300000
87,7,0,0,4,300000,5,400000,7,300000
88,7,0,0,4,300000,5,400000,7,300000
89,7,0,0,4,300000,5,400000,7,300000
90,7,0,0,4,300000,5,400000,7,300000
91,7,0,0,4,300000,5,400000,7,300000
92,7,0,0,4,300000,5,400000,7,300000
93,7,0,0,4,300000,5,400000,7,300000
94,7,0,0,4,300000,5,400000,7,300000
95,7,0,0,4,300000,5,400000,7,300000
96,7,0,0,4,300000,5,400000,7,300000
97,7,0,0,4,300000,5,400000,7,300000
98,7,0,0,4,300000,5,400000,7,300000
99,7,0,0,4,300000,5,400000,7,300000
1,8,0,0,4,300000,5,400000,7,300000
2,8,0,0,4,300000,5,400000,7,300000
3,8,0,0,4,300000,5,400000,7,300000
4,8,0,0,4,300000,5,400000,7,300000
5,8,0,0,4,300000,5,400000,7,300000
6,8,0,0,4,300000,5,400000,7,300000
7,8,0,0,4,300000,5,400000,7,300000
8,8,0,0,4,300000,5,400000,7,300000
9,8,0,0,4,300000,5,400000,7,300000
10,8,0,0,4,300000,5,400000,7,300000
11,8,0,0,4,300000,5,400000,7,300000
12,8,0,0,4,300000,5,400000,7,300000
13,8,0,0,4,300000,5,400000,7,300000
14,8,0,0,4,300000,5,400000,7,300000
15,8,0,0,4,300000,5,400000,7,300000
16,8,0,0,4,300000,5,400000,7,300000
17,8,0,0,4,300000,5,400000,7,300000
18,8,0,0,4,300000,5,400000,7,300000
19,8,0,0,4,300000,5,400000,7,300000
20,8,0,0,4,300000,5,400000,7,300000
21,8,0,0,4,300000,5,400000,7,300000
22,8,0,0,4,300000,5,400000,7,300000
23,8,0,0,4,300000,5,400000,7,300000
24,8,0,0,4,300000,5,400000,7,300000
25,8,0,0,4,300000,5,400000,7,300000
26,8,0,0,4,300000,5,400000,7,300000
27,8,0,0,4,300000,5,400000,7,300000
28,8,0,0,4,300000,5,400000,7,300000
29,8,0,0,4,300000,5,400000,7,300000
30,8,0,0,4,300000,5,400000,7,300000
31,8,0,0,4,300000,5,400000,7,300000
32,8,0,0,4,300000,5,400000,7,300000
33,8,0,0,4,300000,5,400000,7,300000
34,8,0,0,4,300000,5,400000,7,300000
35,8,0,0,4,300000,5,400000,7,300000
36,8,0,0,4,300000,5,400000,7,300000
37,8,0,0,4,300000,5,400000,7,300000
38,8,0,0,4,300000,5,400000,7,300000
39,8,0,0,4,300000,5,400000,7,300000
40,8,0,0,4,300000,5,400000,7,300000
41,8,0,0,4,300000,5,400000,7,300000
42,8,0,0,4,300000,5,400000,7,300000
43,8,0,0,4,300000,5,400000,7,300000
44,8,0,0,4,300000,5,400000,7,300000
45,8,0,0,4,300000,5,400000,7,300000
46,8,0,0,4,300000,5,400000,7,300000
47,8,0,0,4,300000,5,400000,7,300000
48,8,0,0,4,300000,5,400000,7,300000
49,8,0,0,4,300000,5,400000,7,300000
50,8,0,0,4,300000,5,400000,7,300000
51,8,0,0,4,300000,5,400000,7,300000
52,8,0,0,4,300000,5,400000,7,300000
53,8,0,0,4,300000,5,400000,7,300000
54,8,0,0,4,300000,5,400000,7,300000
55,8,0,0,4,300000,5,400000,7,300000
56,8,0,0,4,300000,5,400000,7,300000
57,8,0,0,4,300000,5,400000,7,300000
58,8,0,0,4,300000,5,400000,7,300000
59,8,0,0,4,300000,5,400000,7,300000
60,8,0,0,4,300000,5,400000,7,300000
61,8,0,0,4,300000,5,400000,7,300000
62,8,0,0,4,300000,5,400000,7,300000
63,8,0,0,4,300000,5,400000,7,300000
64,8,0,0,4,300000,5,400000,7,300000
65,8,0,0,4,300000,5,400000,7,300000
66,8,0,0,4,300000,5,400000,7,300000
67,8,0,0,4,300000,5,400000,7,300000
68,8,0,0,4,300000,5,400000,7,300000
69,8,0,0,4,300000,5,400000,7,300000
70,8,0,0,4,300000,5,400000,7,300000
71,8,0,0,4,300000,5,400000,7,300000
72,8,0,0,4,300000,5,400000,7,300000
73,8,0,0,4,300000,5,400000,7,300000
74,8,0,0,4,300000,5,400000,7,300000
75,8,0,0,4,300000,5,400000,7,300000
76,8,0,0,4,300000,5,400000,7,300000
77,8,0,0,4,300000,5,400000,7,300000
78,8,0,0,4,300000,5,400000,7,300000
79,8,0,0,4,300000,5,400000,7,300000
80,8,0,0,4,300000,5,400000,7,300000
81,8,0,0,4,300000,5,400000,7,300000
82,8,0,0,4,300000,5,400000,7,300000
83,8,0,0,4,300000,5,400000,7,300000
84,8,0,0,4,300000,5,400000,7,300000
85,8,0,0,4,300000,5,400000,7,300000
86,8,0,0,4,300000,5,400000,7,300000
87,8,0,0,4,300000,5,400000,7,300000
88,8,0,0,4,300000,5,400000,7,300000
89,8,0,0,4,300000,5,400000,7,300000
90,8,0,0,4,300000,5,400000,7,300000
91,8,0,0,4,300000,5,400000,7,300000
92,8,0,0,4,300000,5,400000,7,300000
93,8,0,0,4,300000,5,400000,7,300000
94,8,0,0,4,300000,5,400000,7,300000
95,8,0,0,4,300000,5,400000,7,300000
96,8,0,0,4,300000,5,400000,7,300000
97,8,0,0,4,300000,5,400000,7,300000
98,8,0,0,4,300000,5,400000,7,300000
99,8,0,0,4,300000,5,400000,7,300000
1,9,0,0,2,300000,3,400000,4,300000
2,9,0,0,2,300000,3,400000,4,300000
3,9,0,0,2,300000,3,400000,4,300000
4,9,0,0,2,300000,3,400000,4,300000
5,9,0,0,2,300000,3,400000,4,300000
6,9,0,0,2,300000,3,400000,4,300000
7,9,0,0,2,300000,3,400000,4,300000
8,9,0,0,2,300000,3,400000,4,300000
9,9,0,0,2,300000,3,400000,4,300000
10,9,0,0,2,300000,3,400000,4,300000
11,9,0,0,2,300000,3,400000,4,300000
12,9,0,0,2,300000,3,400000,4,300000
13,9,0,0,2,300000,3,400000,4,300000
14,9,0,0,2,300000,3,400000,4,300000
15,9,0,0,2,300000,3,400000,4,300000
16,9,0,0,2,300000,3,400000,4,300000
17,9,0,0,2,300000,3,400000,4,300000
18,9,0,0,2,300000,3,400000,4,300000
19,9,0,0,2,300000,3,400000,4,300000
20,9,0,0,2,300000,3,400000,4,300000
21,9,0,0,2,300000,3,400000,4,300000
22,9,0,0,2,300000,3,400000,4,300000
23,9,0,0,2,300000,3,400000,4,300000
24,9,0,0,2,300000,3,400000,4,300000
25,9,0,0,2,300000,3,400000,4,300000
26,9,0,0,2,300000,3,400000,4,300000
27,9,0,0,2,300000,3,400000,4,300000
28,9,0,0,2,300000,3,400000,4,300000
29,9,0,0,2,300000,3,400000,4,300000
30,9,0,0,2,300000,3,400000,4,300000
31,9,0,0,2,300000,3,400000,4,300000
32,9,0,0,2,300000,3,400000,4,300000
33,9,0,0,2,300000,3,400000,4,300000
34,9,0,0,2,300000,3,400000,4,300000
35,9,0,0,2,300000,3,400000,4,300000
36,9,0,0,2,300000,3,400000,4,300000
37,9,0,0,2,300000,3,400000,4,300000
38,9,0,0,2,300000,3,400000,4,300000
39,9,0,0,2,300000,3,400000,4,300000
40,9,0,0,2,300000,3,400000,4,300000
41,9,0,0,2,300000,3,400000,4,300000
42,9,0,0,2,300000,3,400000,4,300000
43,9,0,0,2,300000,3,400000,4,300000
44,9,0,0,2,300000,3,400000,4,300000
45,9,0,0,2,300000,3,400000,4,300000
46,9,0,0,2,300000,3,400000,4,300000
47,9,0,0,2,300000,3,400000,4,300000
48,9,0,0,2,300000,3,400000,4,300000
49,9,0,0,2,300000,3,400000,4,300000
50,9,0,0,2,300000,3,400000,4,300000
51,9,0,0,2,300000,3,400000,4,300000
52,9,0,0,2,300000,3,400000,4,300000
53,9,0,0,2,300000,3,400000,4,300000
54,9,0,0,2,300000,3,400000,4,300000
55,9,0,0,2,300000,3,400000,4,300000
56,9,0,0,2,300000,3,400000,4,300000
57,9,0,0,2,300000,3,400000,4,300000
58,9,0,0,2,300000,3,400000,4,300000
59,9,0,0,2,300000,3,400000,4,300000
60,9,0,0,2,300000,3,400000,4,300000
61,9,0,0,2,300000,3,400000,4,300000
62,9,0,0,2,300000,3,400000,4,300000
63,9,0,0,2,300000,3,400000,4,300000
64,9,0,0,2,300000,3,400000,4,300000
65,9,0,0,2,300000,3,400000,4,300000
66,9,0,0,2,300000,3,400000,4,300000
67,9,0,0,2,300000,3,400000,4,300000
68,9,0,0,2,300000,3,400000,4,300000
69,9,0,0,2,300000,3,400000,4,300000
70,9,0,0,2,300000,3,400000,4,300000
71,9,0,0,2,300000,3,400000,4,300000
72,9,0,0,2,300000,3,400000,4,300000
73,9,0,0,2,300000,3,400000,4,300000
74,9,0,0,2,300000,3,400000,4,300000
75,9,0,0,2,300000,3,400000,4,300000
76,9,0,0,2,300000,3,400000,4,300000
77,9,0,0,2,300000,3,400000,4,300000
78,9,0,0,2,300000,3,400000,4,300000
79,9,0,0,2,300000,3,400000,4,300000
80,9,0,0,2,300000,3,400000,4,300000
81,9,0,0,2,300000,3,400000,4,300000
82,9,0,0,2,300000,3,400000,4,300000
83,9,0,0,2,300000,3,400000,4,300000
84,9,0,0,2,300000,3,400000,4,300000
85,9,0,0,2,300000,3,400000,4,300000
86,9,0,0,2,300000,3,400000,4,300000
87,9,0,0,2,300000,3,400000,4,300000
88,9,0,0,2,300000,3,400000,4,300000
89,9,0,0,2,300000,3,400000,4,300000
90,9,0,0,2,300000,3,400000,4,300000
91,9,0,0,2,300000,3,400000,4,300000
92,9,0,0,2,300000,3,400000,4,300000
93,9,0,0,2,300000,3,400000,4,300000
94,9,0,0,2,300000,3,400000,4,300000
95,9,0,0,2,300000,3,400000,4,300000
96,9,0,0,2,300000,3,400000,4,300000
97,9,0,0,2,300000,3,400000,4,300000
98,9,0,0,2,300000,3,400000,4,300000
99,9,0,0,2,300000,3,400000,4,300000
1,10,0,0,2,300000,3,400000,4,300000
2,10,0,0,2,300000,3,400000,4,300000
3,10,0,0,2,300000,3,400000,4,300000
4,10,0,0,2,300000,3,400000,4,300000
5,10,0,0,2,300000,3,400000,4,300000
6,10,0,0,2,300000,3,400000,4,300000
7,10,0,0,2,300000,3,400000,4,300000
8,10,0,0,2,300000,3,400000,4,300000
9,10,0,0,2,300000,3,400000,4,300000
10,10,0,0,2,300000,3,400000,4,300000
11,10,0,0,2,300000,3,400000,4,300000
12,10,0,0,2,300000,3,400000,4,300000
13,10,0,0,2,300000,3,400000,4,300000
14,10,0,0,2,300000,3,400000,4,300000
15,10,0,0,2,300000,3,400000,4,300000
16,10,0,0,2,300000,3,400000,4,300000
17,10,0,0,2,300000,3,400000,4,300000
18,10,0,0,2,300000,3,400000,4,300000
19,10,0,0,2,300000,3,400000,4,300000
20,10,0,0,2,300000,3,400000,4,300000
21,10,0,0,2,300000,3,400000,4,300000
22,10,0,0,2,300000,3,400000,4,300000
23,10,0,0,2,300000,3,400000,4,300000
24,10,0,0,2,300000,3,400000,4,300000
25,10,0,0,2,300000,3,400000,4,300000
26,10,0,0,2,300000,3,400000,4,300000
27,10,0,0,2,300000,3,400000,4,300000
28,10,0,0,2,300000,3,400000,4,300000
29,10,0,0,2,300000,3,400000,4,300000
30,10,0,0,2,300000,3,400000,4,300000
31,10,0,0,2,300000,3,400000,4,300000
32,10,0,0,2,300000,3,400000,4,300000
33,10,0,0,2,300000,3,400000,4,300000
34,10,0,0,2,300000,3,400000,4,300000
35,10,0,0,2,300000,3,400000,4,300000
36,10,0,0,2,300000,3,400000,4,300000
37,10,0,0,2,300000,3,400000,4,300000
38,10,0,0,2,300000,3,400000,4,300000
39,10,0,0,2,300000,3,400000,4,300000
40,10,0,0,2,300000,3,400000,4,300000
41,10,0,0,2,300000,3,400000,4,300000
42,10,0,0,2,300000,3,400000,4,300000
43,10,0,0,2,300000,3,400000,4,300000
44,10,0,0,2,300000,3,400000,4,300000
45,10,0,0,2,300000,3,400000,4,300000
46,10,0,0,2,300000,3,400000,4,300000
47,10,0,0,2,300000,3,400000,4,300000
48,10,0,0,2,300000,3,400000,4,300000
49,10,0,0,2,300000,3,400000,4,300000
50,10,0,0,2,300000,3,400000,4,300000
51,10,0,0,2,300000,3,400000,4,300000
52,10,0,0,2,300000,3,400000,4,300000
53,10,0,0,2,300000,3,400000,4,300000
54,10,0,0,2,300000,3,400000,4,300000
55,10,0,0,2,300000,3,400000,4,300000
56,10,0,0,2,300000,3,400000,4,300000
57,10,0,0,2,300000,3,400000,4,300000
58,10,0,0,2,300000,3,400000,4,300000
59,10,0,0,2,300000,3,400000,4,300000
60,10,0,0,2,300000,3,400000,4,300000
61,10,0,0,2,300000,3,400000,4,300000
62,10,0,0,2,300000,3,400000,4,300000
63,10,0,0,2,300000,3,400000,4,300000
64,10,0,0,2,300000,3,400000,4,300000
65,10,0,0,2,300000,3,400000,4,300000
66,10,0,0,2,300000,3,400000,4,300000
67,10,0,0,2,300000,3,400000,4,300000
68,10,0,0,2,300000,3,400000,4,300000
69,10,0,0,2,300000,3,400000,4,300000
70,10,0,0,2,300000,3,400000,4,300000
71,10,0,0,2,300000,3,400000,4,300000
72,10,0,0,2,300000,3,400000,4,300000
73,10,0,0,2,300000,3,400000,4,300000
74,10,0,0,2,300000,3,400000,4,300000
75,10,0,0,2,300000,3,400000,4,300000
76,10,0,0,2,300000,3,400000,4,300000
77,10,0,0,2,300000,3,400000,4,300000
78,10,0,0,2,300000,3,400000,4,300000
79,10,0,0,2,300000,3,400000,4,300000
80,10,0,0,2,300000,3,400000,4,300000
81,10,0,0,2,300000,3,400000,4,300000
82,10,0,0,2,300000,3,400000,4,300000
83,10,0,0,2,300000,3,400000,4,300000
84,10,0,0,2,300000,3,400000,4,300000
85,10,0,0,2,300000,3,400000,4,300000
86,10,0,0,2,300000,3,400000,4,300000
87,10,0,0,2,300000,3,400000,4,300000
88,10,0,0,2,300000,3,400000,4,300000
89,10,0,0,2,300000,3,400000,4,300000
90,10,0,0,2,300000,3,400000,4,300000
91,10,0,0,2,300000,3,400000,4,300000
92,10,0,0,2,300000,3,400000,4,300000
93,10,0,0,2,300000,3,400000,4,300000
94,10,0,0,2,300000,3,400000,4,300000
95,10,0,0,2,300000,3,400000,4,300000
96,10,0,0,2,300000,3,400000,4,300000
97,10,0,0,2,300000,3,400000,4,300000
98,10,0,0,2,300000,3,400000,4,300000
99,10,0,0,2,300000,3,400000,4,300000
1,11,0,0,4,300000,5,400000,7,300000
2,11,0,0,4,300000,5,400000,7,300000
3,11,0,0,4,300000,5,400000,7,300000
4,11,0,0,4,300000,5,400000,7,300000
5,11,0,0,4,300000,5,400000,7,300000
6,11,0,0,4,300000,5,400000,7,300000
7,11,0,0,4,300000,5,400000,7,300000
8,11,0,0,4,300000,5,400000,7,300000
9,11,0,0,4,300000,5,400000,7,300000
10,11,0,0,4,300000,5,400000,7,300000
11,11,0,0,4,300000,5,400000,7,300000
12,11,0,0,4,300000,5,400000,7,300000
13,11,0,0,4,300000,5,400000,7,300000
14,11,0,0,4,300000,5,400000,7,300000
15,11,0,0,4,300000,5,400000,7,300000
16,11,0,0,4,300000,5,400000,7,300000
17,11,0,0,4,300000,5,400000,7,300000
18,11,0,0,4,300000,5,400000,7,300000
19,11,0,0,4,300000,5,400000,7,300000
20,11,0,0,4,300000,5,400000,7,300000
21,11,0,0,4,300000,5,400000,7,300000
22,11,0,0,4,300000,5,400000,7,300000
23,11,0,0,4,300000,5,400000,7,300000
24,11,0,0,4,300000,5,400000,7,300000
25,11,0,0,4,300000,5,400000,7,300000
26,11,0,0,4,300000,5,400000,7,300000
27,11,0,0,4,300000,5,400000,7,300000
28,11,0,0,4,300000,5,400000,7,300000
29,11,0,0,4,300000,5,400000,7,300000
30,11,0,0,4,300000,5,400000,7,300000
31,11,0,0,4,300000,5,400000,7,300000
32,11,0,0,4,300000,5,400000,7,300000
33,11,0,0,4,300000,5,400000,7,300000
34,11,0,0,4,300000,5,400000,7,300000
35,11,0,0,4,300000,5,400000,7,300000
36,11,0,0,4,300000,5,400000,7,300000
37,11,0,0,4,300000,5,400000,7,300000
38,11,0,0,4,300000,5,400000,7,300000
39,11,0,0,4,300000,5,400000,7,300000
40,11,0,0,4,300000,5,400000,7,300000
41,11,0,0,4,300000,5,400000,7,300000
42,11,0,0,4,300000,5,400000,7,300000
43,11,0,0,4,300000,5,400000,7,300000
44,11,0,0,4,300000,5,400000,7,300000
45,11,0,0,4,300000,5,400000,7,300000
46,11,0,0,4,300000,5,400000,7,300000
47,11,0,0,4,300000,5,400000,7,300000
48,11,0,0,4,300000,5,400000,7,300000
49,11,0,0,4,300000,5,400000,7,300000
50,11,0,0,4,300000,5,400000,7,300000
51,11,0,0,4,300000,5,400000,7,300000
52,11,0,0,4,300000,5,400000,7,300000
53,11,0,0,4,300000,5,400000,7,300000
54,11,0,0,4,300000,5,400000,7,300000
55,11,0,0,4,300000,5,400000,7,300000
56,11,0,0,4,300000,5,400000,7,300000
57,11,0,0,4,300000,5,400000,7,300000
58,11,0,0,4,300000,5,400000,7,300000
59,11,0,0,4,300000,5,400000,7,300000
60,11,0,0,4,300000,5,400000,7,300000
61,11,0,0,4,300000,5,400000,7,300000
62,11,0,0,4,300000,5,400000,7,300000
63,11,0,0,4,300000,5,400000,7,300000
64,11,0,0,4,300000,5,400000,7,300000
65,11,0,0,4,300000,5,400000,7,300000
66,11,0,0,4,300000,5,400000,7,300000
67,11,0,0,4,300000,5,400000,7,300000
68,11,0,0,4,300000,5,400000,7,300000
69,11,0,0,4,300000,5,400000,7,300000
70,11,0,0,4,300000,5,400000,7,300000
71,11,0,0,4,300000,5,400000,7,300000
72,11,0,0,4,300000,5,400000,7,300000
73,11,0,0,4,300000,5,400000,7,300000
74,11,0,0,4,300000,5,400000,7,300000
75,11,0,0,4,300000,5,400000,7,300000
76,11,0,0,4,300000,5,400000,7,300000
77,11,0,0,4,300000,5,400000,7,300000
78,11,0,0,4,300000,5,400000,7,300000
79,11,0,0,4,300000,5,400000,7,300000
80,11,0,0,4,300000,5,400000,7,300000
81,11,0,0,4,300000,5,400000,7,300000
82,11,0,0,4,300000,5,400000,7,300000
83,11,0,0,4,300000,5,400000,7,300000
84,11,0,0,4,300000,5,400000,7,300000
85,11,0,0,4,300000,5,400000,7,300000
86,11,0,0,4,300000,5,400000,7,300000
87,11,0,0,4,300000,5,400000,7,300000
88,11,0,0,4,300000,5,400000,7,300000
89,11,0,0,4,300000,5,400000,7,300000
90,11,0,0,4,300000,5,400000,7,300000
91,11,0,0,4,300000,5,400000,7,300000
92,11,0,0,4,300000,5,400000,7,300000
93,11,0,0,4,300000,5,400000,7,300000
94,11,0,0,4,300000,5,400000,7,300000
95,11,0,0,4,300000,5,400000,7,300000
96,11,0,0,4,300000,5,400000,7,300000
97,11,0,0,4,300000,5,400000,7,300000
98,11,0,0,4,300000,5,400000,7,300000
99,11,0,0,4,300000,5,400000,7,300000
1,12,0,0,4,300000,5,400000,7,300000
2,12,0,0,4,300000,5,400000,7,300000
3,12,0,0,4,300000,5,400000,7,300000
4,12,0,0,4,300000,5,400000,7,300000
5,12,0,0,4,300000,5,400000,7,300000
6,12,0,0,4,300000,5,400000,7,300000
7,12,0,0,4,300000,5,400000,7,300000
8,12,0,0,4,300000,5,400000,7,300000
9,12,0,0,4,300000,5,400000,7,300000
10,12,0,0,4,300000,5,400000,7,300000
11,12,0,0,4,300000,5,400000,7,300000
12,12,0,0,4,300000,5,400000,7,300000
13,12,0,0,4,300000,5,400000,7,300000
14,12,0,0,4,300000,5,400000,7,300000
15,12,0,0,4,300000,5,400000,7,300000
16,12,0,0,4,300000,5,400000,7,300000
17,12,0,0,4,300000,5,400000,7,300000
18,12,0,0,4,300000,5,400000,7,300000
19,12,0,0,4,300000,5,400000,7,300000
20,12,0,0,4,300000,5,400000,7,300000
21,12,0,0,4,300000,5,400000,7,300000
22,12,0,0,4,300000,5,400000,7,300000
23,12,0,0,4,300000,5,400000,7,300000
24,12,0,0,4,300000,5,400000,7,300000
25,12,0,0,4,300000,5,400000,7,300000
26,12,0,0,4,300000,5,400000,7,300000
27,12,0,0,4,300000,5,400000,7,300000
28,12,0,0,4,300000,5,400000,7,300000
29,12,0,0,4,300000,5,400000,7,300000
30,12,0,0,4,300000,5,400000,7,300000
31,12,0,0,4,300000,5,400000,7,300000
32,12,0,0,4,300000,5,400000,7,300000
33,12,0,0,4,300000,5,400000,7,300000
34,12,0,0,4,300000,5,400000,7,300000
35,12,0,0,4,300000,5,400000,7,300000
36,12,0,0,4,300000,5,400000,7,300000
37,12,0,0,4,300000,5,400000,7,300000
38,12,0,0,4,300000,5,400000,7,300000
39,12,0,0,4,300000,5,400000,7,300000
40,12,0,0,4,300000,5,400000,7,300000
41,12,0,0,4,300000,5,400000,7,300000
42,12,0,0,4,300000,5,400000,7,300000
43,12,0,0,4,300000,5,400000,7,300000
44,12,0,0,4,300000,5,400000,7,300000
45,12,0,0,4,300000,5,400000,7,300000
46,12,0,0,4,300000,5,400000,7,300000
47,12,0,0,4,300000,5,400000,7,300000
48,12,0,0,4,300000,5,400000,7,300000
49,12,0,0,4,300000,5,400000,7,300000
50,12,0,0,4,300000,5,400000,7,300000
51,12,0,0,4,300000,5,400000,7,300000
52,12,0,0,4,300000,5,400000,7,300000
53,12,0,0,4,300000,5,400000,7,300000
54,12,0,0,4,300000,5,400000,7,300000
55,12,0,0,4,300000,5,400000,7,300000
56,12,0,0,4,300000,5,400000,7,300000
57,12,0,0,4,300000,5,400000,7,300000
58,12,0,0,4,300000,5,400000,7,300000
59,12,0,0,4,300000,5,400000,7,300000
60,12,0,0,4,300000,5,400000,7,300000
61,12,0,0,4,300000,5,400000,7,300000
62,12,0,0,4,300000,5,400000,7,300000
63,12,0,0,4,300000,5,400000,7,300000
64,12,0,0,4,300000,5,400000,7,300000
65,12,0,0,4,300000,5,400000,7,300000
66,12,0,0,4,300000,5,400000,7,300000
67,12,0,0,4,300000,5,400000,7,300000
68,12,0,0,4,300000,5,400000,7,300000
69,12,0,0,4,300000,5,400000,7,300000
70,12,0,0,4,300000,5,400000,7,300000
71,12,0,0,4,300000,5,400000,7,300000
72,12,0,0,4,300000,5,400000,7,300000
73,12,0,0,4,300000,5,400000,7,300000
74,12,0,0,4,300000,5,400000,7,300000
75,12,0,0,4,300000,5,400000,7,300000
76,12,0,0,4,300000,5,400000,7,300000
77,12,0,0,4,300000,5,400000,7,300000
78,12,0,0,4,300000,5,400000,7,300000
79,12,0,0,4,300000,5,400000,7,300000
80,12,0,0,4,300000,5,400000,7,300000
81,12,0,0,4,300000,5,400000,7,300000
82,12,0,0,4,300000,5,400000,7,300000
83,12,0,0,4,300000,5,400000,7,300000
84,12,0,0,4,300000,5,400000,7,300000
85,12,0,0,4,300000,5,400000,7,300000
86,12,0,0,4,300000,5,400000,7,300000
87,12,0,0,4,300000,5,400000,7,300000
88,12,0,0,4,300000,5,400000,7,300000
89,12,0,0,4,300000,5,400000,7,300000
90,12,0,0,4,300000,5,400000,7,300000
91,12,0,0,4,300000,5,400000,7,300000
92,12,0,0,4,300000,5,400000,7,300000
93,12,0,0,4,300000,5,400000,7,300000
94,12,0,0,4,300000,5,400000,7,300000
95,12,0,0,4,300000,5,400000,7,300000
96,12,0,0,4,300000,5,400000,7,300000
97,12,0,0,4,300000,5,400000,7,300000
98,12,0,0,4,300000,5,400000,7,300000
99,12,0,0,4,300000,5,400000,7,300000
1,13,0,0,4,300000,5,400000,7,300000
2,13,0,0,4,300000,5,400000,7,300000
3,13,0,0,4,300000,5,400000,7,300000
4,13,0,0,4,300000,5,400000,7,300000
5,13,0,0,4,300000,5,400000,7,300000
6,13,0,0,4,300000,5,400000,7,300000
7,13,0,0,4,300000,5,400000,7,300000
8,13,0,0,4,300000,5,400000,7,300000
9,13,0,0,4,300000,5,400000,7,300000
10,13,0,0,4,300000,5,400000,7,300000
11,13,0,0,4,300000,5,400000,7,300000
12,13,0,0,4,300000,5,400000,7,300000
13,13,0,0,4,300000,5,400000,7,300000
14,13,0,0,4,300000,5,400000,7,300000
15,13,0,0,4,300000,5,400000,7,300000
16,13,0,0,4,300000,5,400000,7,300000
17,13,0,0,4,300000,5,400000,7,300000
18,13,0,0,4,300000,5,400000,7,300000
19,13,0,0,4,300000,5,400000,7,300000
