area,subarea,colorr,colorg,colorb,bmp_minx,bmp_minz,bmp_maxx,bmp_maxz,minx,minz,maxx,maxz,convex
16,0,64,0,64,-129.6771,-130.6888,128.3571,130.6411,37.21006,-98.54366,43.13986,-93.94962,{1330.15|1762.782};{1329.629|1762.941};{1326.15|1764.228};{1325.839|1764.699};{1322.686|1776.556};{1322.817|1777.407};{1326.161|1785.467};{1326.737|1786.316};{1331.779|1789.922};{1339.657|1793.585};{1353.256|1793.761};{1360.302|1793.34};{1363.693|1791.916};{1364.165|1791.133};{1367.502|1779.234};{1365.257|1766.67};{1364.688|1765.655};{1361.738|1762.941};{1361.331|1762.621};{1339.805|1759.879};
16,1,64,0,64,-129.6771,-130.6888,128.3571,130.6411,32.55527,-98.08375,38.57086,-93.36927,{1296.643|1758.422};{1296.119|1758.569};{1292.613|1759.782};{1292.292|1760.246};{1288.876|1772.031};{1288.988|1772.886};{1292.153|1781.015};{1292.71|1781.877};{1297.671|1785.591};{1305.466|1789.423};{1319.058|1789.893};{1326.112|1789.624};{1329.533|1788.273};{1330.023|1787.501};{1333.622|1775.677};{1331.657|1763.067};{1331.11|1762.04};{1328.221|1759.263};{1327.821|1758.934};{1306.361|1755.728};
17,0,64,0,128,-129.6771,-130.6888,128.3571,130.6411,53.05125,-87.13222,60.31327,-79.69862,{1479.389|1657.308};{1471.164|1660.641};{1461.608|1669.743};{1456.725|1676.333};{1455.457|1679.374};{1455.694|1680.254};{1462.254|1689.565};{1463.306|1690.742};{1472.716|1697.8};{1473.845|1698.129};{1476.021|1698.086};{1477.028|1697.933};{1480.792|1695.809};{1495.574|1683.814};{1498.846|1678.124};{1501.744|1672.245};{1501.62|1671.697};{1495.032|1662.198};{1494.325|1661.688};{1486.502|1656.654};{1485.496|1656.409};
17,1,64,0,128,-129.6771,-130.6888,128.3571,130.6411,50.32576,-89.57966,57.61949,-81.9932,{1454.452|1673.751};{1442.933|1677.878};{1439.972|1681.625};{1435.415|1689.102};{1435.468|1692.939};{1435.52|1693.393};{1438.297|1697.585};{1448.951|1709.459};{1457.056|1715.058};{1458.117|1715.521};{1462.261|1716.741};{1462.809|1716.597};{1473.96|1711.797};{1474.462|1711.094};{1476.707|1700.234};{1476.864|1699.168};{1475.772|1693.206};{1473.015|1686.241};{1463.365|1677.004};{1456.987|1674.167};{1455.333|1673.485};
17,2,64,0,128,-129.6771,-130.6888,128.3571,130.6411,48.43057,-77.64109,55.20443,-70.49909,{1436.849|1581.967};{1436.361|1582.146};{1422.883|1598.944};{1420.423|1608.609};{1420.292|1609.132};{1419.616|1612.739};{1419.864|1613.244};{1428.527|1622.026};{1429.333|1622.354};{1438.052|1623.681};{1439.085|1623.631};{1444.814|1621.225};{1452.055|1616.449};{1459.22|1605.035};{1462.488|1598.857};{1463|1595.254};{1462.564|1594.45};{1453.959|1585.492};{1441.899|1580.913};{1440.725|1580.871};
17,3,64,0,128,-129.6771,-130.6888,128.3571,130.6411,51.55574,-78.65132,58.17402,-71.55643,{1463.227|1589.185};{1459.438|1590.545};{1458.964|1590.758};{1446.705|1608.443};{1444.935|1618.255};{1444.841|1618.785};{1444.421|1622.43};{1444.705|1622.917};{1453.967|1631.08};{1454.795|1631.352};{1463.585|1632.075};{1464.613|1631.954};{1470.158|1629.159};{1477.043|1623.896};{1483.384|1612.016};{1486.208|1605.628};{1486.464|1601.998};{1485.973|1601.227};{1476.755|1592.883};{1464.401|1589.146};
17,4,64,0,128,-129.6771,-130.6888,128.3571,130.6411,51.59067,-81.54295,56.70583,-75.35555,{1445.656|1619.783};{1444.438|1620.538};{1442.085|1623.758};{1441.822|1624.204};{1442.471|1645.631};{1447.061|1655.079};{1449.232|1658.305};{1449.748|1658.534};{1462.375|1659.799};{1463.202|1659.539};{1470.14|1654.971};{1470.88|1654.275};{1473.666|1648.795};{1476.239|1640.554};{1474.24|1627.255};{1473.2|1620.491};{1471.153|1617.396};{1470.302|1617.057};{1457.49|1615.61};
17,5,64,0,128,-129.6771,-130.6888,128.3571,130.6411,48.44477,-86.13292,54.94174,-78.60439,{1432.5|1647.749};{1427.525|1651.33};{1422.82|1655.034};{1422.294|1655.849};{1421.318|1661.68};{1421.841|1670.563};{1427.806|1681.945};{1432.112|1689.454};{1434.794|1691.314};{1435.719|1691.365};{1448.19|1687.592};{1458.089|1680.779};{1458.749|1679.85};{1459.258|1678.049};{1459.41|1677.091};{1459.328|1674.114};{1452.011|1654.75};{1444.542|1647.367};{1442.311|1646.273};{1441.743|1646.219};
17,6,64,0,128,-129.6771,-130.6888,128.3571,130.6411,51.84878,-85.74469,58.65209,-78.2025,{1458.947|1645.664};{1456.619|1647.505};{1455.958|1648.063};{1454.288|1649.534};{1449.912|1653.511};{1449.467|1654.388};{1449.044|1660.352};{1450.371|1669.124};{1457.389|1680.091};{1462.302|1686.904};{1465.166|1688.615};{1466.091|1688.585};{1478.158|1683.68};{1487.406|1676.068};{1487.976|1675.073};{1488.298|1673.145};{1488.359|1672.164};{1488.087|1669.569};{1478.978|1650.717};{1470.853|1643.979};{1468.469|1642.811};{1467.898|1642.807};
17,7,64,0,128,-129.6771,-130.6888,128.3571,130.6411,48.34517,-80.99809,53.03067,-75.05232,{1431.602|1612.102};{1422.703|1615.341};{1421.821|1615.908};{1418.135|1620.886};{1414.608|1628.685};{1414.347|1642.104};{1415.375|1649.117};{1416.69|1652.452};{1417.486|1652.918};{1428.988|1656.148};{1442.152|1653.963};{1443.187|1653.4};{1444.659|1651.612};{1445.263|1650.78};{1445.736|1650.033};{1446.479|1646.94};{1448.567|1628.784};{1446.62|1621.218};{1444.552|1615.343};{1444.073|1615.037};{1432.468|1611.973};
18,0,64,0,192,-129.6771,-130.6888,128.3571,130.6411,-19.70959,-45.92168,-12.93663,-38.76659,{899.9722|1331.158};{888.2748|1335.522};{879.3279|1344.726};{878.8345|1345.78};{878.3562|1349.733};{878.3351|1350.246};{888.7988|1369.021};{896.8714|1375.004};{897.3083|1375.326};{900.4146|1377.338};{900.9826|1377.308};{912.5374|1372.823};{913.1564|1372.216};{917.7715|1364.794};{918.1257|1363.833};{918.0978|1357.686};{916.4426|1349.245};{908.5599|1338.302};{904.0572|1332.934};{900.8911|1331.072};
18,1,64,0,192,-129.6771,-130.6888,128.3571,130.6411,-17.31628,-49.52127,-10.54979,-42.36748,{919.0083|1359.374};{907.2986|1363.705};{898.3259|1372.885};{897.8294|1373.937};{897.34|1377.889};{897.3174|1378.402};{907.7282|1397.206};{915.7839|1403.211};{916.22|1403.533};{919.3204|1405.555};{919.8885|1405.526};{931.4559|1401.073};{932.0767|1400.468};{936.7127|1393.058};{937.0696|1392.099};{937.0591|1385.951};{935.4277|1377.506};{927.5759|1366.541};{923.0883|1361.161};{919.9274|1359.29};
19,0,64,64,0,-129.6771,-130.6888,128.3571,130.6411,-92.32433,98.33665,-85.16907,105.3492,{325.5657|206.2668};{317.2964|208.9601};{307.3043|218.0704};{302.4842|223.1621};{301.0158|226.4995};{301.2187|227.3885};{307.0883|238.2905};{317.4712|245.8838};{318.5921|246.2334};{322.6238|246.1997};{323.1423|246.1552};{340.674|233.5222};{345.6588|224.8561};{345.9262|224.3873};{347.5535|221.0895};{347.4508|220.537};{341.4781|209.79};{340.7899|209.2608};{332.7471|205.6836};{331.7375|205.4587};
19,1,64,64,0,-129.6771,-130.6888,128.3571,130.6411,-88.77491,100.9046,-81.61767,107.6889,{356.0187|187.2592};{347.4781|188.9349};{336.4337|196.7716};{331.0197|201.2438};{329.1495|204.379};{329.2408|205.2859};{333.7176|216.8143};{343.0834|225.6031};{344.1526|226.0852};{348.1582|226.5381};{348.6784|226.5564};{367.6417|216.1329};{373.6614|208.1329};{373.9848|207.6998};{376.0079|204.6231};{375.9744|204.0623};{371.376|192.6753};{370.7584|192.0671};{363.2184|187.5466};{362.2442|187.2015};
20,0,64,64,64,-129.6771,-130.6888,128.3571,130.6411,-107.0055,82.375,-100.4403,89.45557,{205.7761|329.1188};{200.2594|331.9679};{193.4272|337.2983};{187.2057|349.2399};{184.4468|355.6551};{184.2267|359.2872};{184.726|360.0538};{194.0266|368.3067};{206.4174|371.9232};{207.5917|371.8719};{211.367|370.4749};{211.8386|370.2574};{223.9187|352.4536};{225.5909|342.6251};{225.6793|342.0941};{226.0623|338.4452};{225.774|337.961};{216.4304|329.8886};{215.6001|329.6246};{206.8026|328.9881};
20,1,64,64,64,-129.6771,-130.6888,128.3571,130.6411,-104.8186,85.72697,-98.01458,92.87472,{225.9961|302.6543};{220.2358|304.9864};{212.9326|309.6686};{205.6171|320.9894};{202.2677|327.1245};{201.7077|330.7209};{202.133|331.5298};{210.6188|340.5984};{222.6169|345.3331};{223.7909|345.3896};{227.6812|344.3441};{228.1711|344.1707};{241.8704|327.549};{244.4578|317.9157};{244.5957|317.3951};{245.3196|313.797};{245.0779|313.2885};{236.5323|304.3958};{235.7303|304.0569};{227.0304|302.6182};
21,0,64,64,128,-129.6771,-130.6888,128.3571,130.6411,-100.31,91.0668,-93.24019,98.19052,{259.911|262.8306};{251.9682|266.3543};{242.9844|276.4364};{238.7238|281.9933};{237.613|285.4628};{237.9079|286.3264};{244.8884|296.5702};{256.0114|303.062};{257.1628|303.2951};{261.1693|302.8497};{261.6804|302.7524};{277.7942|288.3962};{281.8442|279.2673};{282.061|278.7737};{283.334|275.3274};{283.174|274.7883};{276.1072|264.7092};{275.3671|264.2531};{266.9926|261.5169};{265.9648|261.3963};
21,1,64,64,128,-129.6771,-130.6888,128.3571,130.6411,-97.13784,93.94523,-90.07293,101.0717,{284.9935|240.267};{277.0652|243.8223};{268.1227|253.9402};{263.8847|259.5139};{262.7881|262.9877};{263.0865|263.8501};{270.1089|274.0661};{281.2582|280.5135};{282.4106|280.7421};{286.4152|280.2808};{286.9259|280.1815};{302.981|265.7613};{306.9936|256.6164};{307.2084|256.1219};{308.4673|252.6705};{308.3051|252.132};{301.1972|242.0812};{300.4553|241.6281};{292.0697|238.9251};{291.0415|238.8087};
22,0,64,64,192,-129.6771,-130.6888,128.3571,130.6411,-8.712427,-94.39981,-2.450993,-89.26097,{971.5371|1726.766};{971.0025|1726.87};{967.4072|1727.795};{967.049|1728.231};{962.6669|1739.701};{962.7075|1740.561};{965.1873|1748.92};{965.671|1749.823};{970.307|1753.926};{977.7577|1758.376};{991.2651|1759.944};{998.3172|1760.247};{1001.839|1759.177};{1002.392|1758.447};{1006.96|1746.954};{1006.047|1734.228};{1005.587|1733.16};{1002.939|1730.158};{1002.567|1729.798};{981.4459|1724.867};
22,1,64,64,192,-129.6771,-130.6888,128.3571,130.6411,-17.08818,-94.86494,-10.01345,-88.76688,{910.3994|1727.729};{901.804|1733.962};{899.8728|1736.869};{899.7323|1737.41};{901.4784|1750.019};{901.8725|1750.766};{906.1409|1756.275};{906.911|1756.846};{912.7234|1758.465};{921.6351|1759.438};{941.8553|1752.852};{944.295|1750.225};{944.4863|1749.338};{942.6028|1736.453};{937.2888|1726.015};{936.4391|1725.269};{931.7647|1723.119};{931.2619|1722.947};
22,2,64,64,192,-129.6771,-130.6888,128.3571,130.6411,-12.57425,-93.51544,-6.790961,-89.05353,{937.3832|1740.606};{936.8663|1740.776};{933.4192|1742.144};{933.12|1742.622};{930.2493|1754.549};{930.4003|1755.397};{933.9354|1763.377};{934.5314|1764.212};{939.6578|1767.7};{947.6207|1771.18};{961.2205|1771.04};{968.2543|1770.456};{971.6105|1768.953};{972.064|1768.16};{975.1165|1756.186};{972.5739|1743.678};{971.98|1742.677};{968.9669|1740.031};{968.5521|1739.721};{946.9673|1737.479};
23,0,64,128,0,-129.6771,-130.6888,128.3571,130.6411,-37.71042,-73.93513,-30.05462,-66.62406,{763.7966|1552.206};{760.3463|1553.348};{743.7757|1565.202};{738.6411|1574.203};{738.6035|1576.395};{738.7006|1576.95};{741.824|1585.753};{746.8437|1589.444};{751.8997|1592.853};{752.8007|1593.156};{758.6241|1592.617};{767.1776|1589.775};{776.4247|1581.25};{783.0427|1574.966};{783.9897|1572.003};{783.7955|1571.11};{776.8868|1560.192};{767.5573|1552.59};{766.496|1552.195};{764.7479|1552.112};
23,1,64,128,0,-129.6771,-130.6888,128.3571,130.6411,-34.28753,-71.13615,-26.91656,-65.11627,{794.1837|1538.25};{793.1667|1538.462};{774.2505|1542.851};{766.0407|1549.215};{765.1129|1551.031};{764.9907|1551.58};{764.6219|1561.25};{767.8351|1566.443};{771.192|1571.394};{771.9149|1572.025};{777.5322|1573.757};{786.5402|1574.312};{798.402|1570.007};{806.882|1566.475};{808.9119|1564.159};{809.0732|1563.261};{806.8365|1550.555};{801.1069|1540.071};{800.2719|1539.302};{798.6662|1538.507};{797.7457|1538.229};
24,0,64,128,64,-129.6771,-130.6888,128.3571,130.6411,-43.87271,11.08014,-38.5826,17.44592,{694.3204|889.9458};{693.2252|890.3671};{690.1051|892.8885};{689.7294|893.2441};{684.0881|913.9376};{685.7051|923.7751};{685.7944|924.306};{686.6199|927.8827};{687.0506|928.2496};{698.5266|932.9272};{699.3989|932.9136};{707.9365|930.7233};{708.8659|930.2737};{713.1619|925.8245};{717.8956|918.6082};{719.8982|905.3256};{720.4217|898.3751};{719.4474|894.8659};{718.725|894.2986};{707.2309|889.4366};
24,1,64,128,64,-129.6771,-130.6888,128.3571,130.6411,-44.0394,7.191393,-38.07937,13.9944,{697.2529|918.4263};{686.228|925.0792};{685.4792|925.9738};{683.9978|929.6763};{683.845|930.1676};{689.1246|950.954};{695.3891|958.7685};{695.7288|959.1892};{698.2139|961.9161};{698.7711|962.0295};{711.1013|960.5965};{711.8564|960.1652};{718.2328|954.1468};{718.8229|953.3072};{720.3805|947.3555};{720.9556|938.7764};{716.1534|926.2125};{713.1824|919.8902};{710.6006|917.2938};{709.6899|917.1458};
24,2,64,128,64,-129.6771,-130.6888,128.3571,130.6411,-42.32972,3.731859,-35.30512,10.88295,{718.2083|942.2252};{707.2178|948.1142};{699.6169|958.431};{699.2725|959.5406};{699.3412|963.5211};{699.3908|964.0327};{712.335|981.2341};{721.1544|986.0815};{721.6315|986.3416};{724.9852|987.92};{725.5439|987.8138};{736.3765|981.8245};{736.9065|981.1403};{740.4601|973.1685};{740.6793|972.1697};{739.8079|966.0831};{737.0093|957.9414};{727.6973|948.1539};{722.4993|943.4385};{719.1069|942.0173};
25,0,64,128,128,-129.6771,-130.6888,128.3571,130.6411,29.80358,-33.17765,36.94114,-26.13595,{1287.11|1233.621};{1277.061|1240.82};{1276.615|1241.561};{1274.03|1249.888};{1273.93|1250.905};{1275.516|1256.849};{1279.26|1264.612};{1289.666|1273.258};{1295.387|1277.341};{1298.924|1278.361};{1299.792|1278.051};{1310.01|1270.934};{1316.338|1259.81};{1316.548|1258.668};{1316.009|1254.723};{1315.899|1254.221};{1301.007|1238.631};{1291.674|1234.835};{1291.17|1234.632};{1287.652|1233.451};
25,1,64,128,128,-129.6771,-130.6888,128.3571,130.6411,23.92358,-26.74765,31.06113,-19.70595,{1240.441|1183.23};{1230.391|1190.429};{1229.946|1191.17};{1227.36|1199.497};{1227.261|1200.514};{1228.847|1206.459};{1232.59|1214.221};{1242.997|1222.867};{1248.718|1226.95};{1252.255|1227.97};{1253.123|1227.66};{1263.341|1220.543};{1269.668|1209.419};{1269.879|1208.278};{1269.34|1204.332};{1269.23|1203.83};{1254.338|1188.24};{1245.005|1184.444};{1244.5|1184.241};{1240.983|1183.061};
25,2,64,128,128,-129.6771,-130.6888,128.3571,130.6411,26.85465,-29.9575,33.96666,-22.87021,{1264.428|1207.963};{1254.113|1214.785};{1253.639|1215.508};{1250.74|1223.734};{1250.602|1224.747};{1251.961|1230.746};{1255.407|1238.642};{1265.478|1247.666};{1271.04|1251.958};{1274.536|1253.108};{1275.415|1252.83};{1285.896|1246.096};{1292.641|1235.215};{1292.895|1234.082};{1292.506|1230.12};{1292.415|1229.613};{1278.125|1213.484};{1268.943|1209.345};{1268.447|1209.123};{1264.976|1207.813};
26,0,64,128,192,-129.6771,-130.6888,128.3571,130.6411,-39.31553,27.84755,-32.17059,34.86835,{739.5244|754.3302};{729.415|761.597};{723.2563|772.8123};{723.063|773.9571};{723.662|777.8939};{723.7794|778.3945};{738.9051|793.7631};{748.2941|797.4215};{748.8017|797.6172};{752.3367|798.7458};{752.8764|798.568};{762.8158|791.2222};{763.25|790.4751};{765.7095|782.1107};{765.7935|781.0921};{764.118|775.1717};{760.2579|767.4648};{749.7216|758.9733};{743.9399|754.9749};{740.3875|754.0073};
26,1,64,128,192,-129.6771,-130.6888,128.3571,130.6411,-33.04553,21.50755,-25.90059,28.52835,{789.2889|804.0157};{779.1796|811.2825};{773.0209|822.4979};{772.8276|823.6426};{773.4266|827.5794};{773.5439|828.0801};{788.6697|843.4487};{798.0587|847.1071};{798.5663|847.3028};{802.1013|848.4313};{802.641|848.2535};{812.5804|840.9077};{813.0146|840.1606};{815.4741|831.7962};{815.5581|830.7776};{813.8825|824.8572};{810.0224|817.1504};{799.4861|808.6589};{793.7045|804.6605};{790.1521|803.6928};
26,2,64,128,192,-129.6771,-130.6888,128.3571,130.6411,-36.00301,24.61986,-28.87963,31.69021,{766.5973|779.224};{756.2192|786.1116};{749.6392|797.0911};{749.4025|798.2279};{749.8517|802.1841};{749.95|802.6888};{764.4817|818.6063};{773.7252|822.6096};{774.225|822.8239};{777.7148|824.0825};{778.2608|823.9248};{788.472|816.952};{788.9343|816.2214};{791.7096|807.9539};{791.8322|806.9391};{790.3825|800.9609};{786.8177|793.1166};{776.611|784.2413};{770.9852|780.0317};{767.472|778.9332};
27,0,64,192,0,-129.6771,-130.6888,128.3571,130.6411,4.620344,-46.31441,10.61358,-41.57299,{1079.684|1351.488};{1072.733|1352.699};{1069.528|1354.495};{1069.15|1355.327};{1067.208|1367.524};{1070.888|1379.753};{1071.571|1380.698};{1074.814|1383.062};{1075.256|1383.334};{1096.958|1383.636};{1106.216|1379.665};{1106.715|1379.449};{1110.022|1377.778};{1110.276|1377.276};{1112.041|1365.142};{1111.813|1364.31};{1107.56|1356.679};{1106.89|1355.901};{1101.465|1352.885};{1093.215|1350.133};
27,1,64,192,0,-129.6771,-130.6888,128.3571,130.6411,8.940397,-46.23734,14.65351,-41.86954,{1114.065|1351.66};{1107.042|1352.36};{1103.711|1353.917};{1103.271|1354.718};{1100.421|1366.74};{1103.174|1379.205};{1103.785|1380.197};{1106.842|1382.792};{1107.262|1383.095};{1128.882|1384.982};{1138.412|1381.698};{1138.926|1381.519};{1142.35|1380.094};{1142.641|1379.612};{1145.31|1367.64};{1145.145|1366.794};{1141.475|1358.873};{1140.865|1358.048};{1135.681|1354.645};{1127.66|1351.297};
27,2,64,192,0,-129.6771,-130.6888,128.3571,130.6411,16.03745,-51.50593,23.12365,-44.39088,{1180.498|1375.436};{1169.829|1381.876};{1162.775|1392.565};{1162.489|1393.691};{1162.765|1397.662};{1162.841|1398.171};{1176.665|1414.692};{1185.725|1419.085};{1186.215|1419.32};{1189.647|1420.726};{1190.199|1420.592};{1200.705|1414.06};{1201.199|1413.35};{1204.332|1405.208};{1204.499|1404.199};{1203.312|1398.165};{1200.093|1390.176};{1190.283|1380.875};{1184.846|1376.43};{1181.384|1375.183};
27,3,64,192,0,-129.6771,-130.6888,128.3571,130.6411,12.4636,-48.38586,19.36064,-42.22522,{1143.025|1357.737};{1142.316|1358.32};{1135.166|1368.449};{1133.056|1381.036};{1133.252|1382.18};{1135.12|1385.708};{1135.397|1386.143};{1154.778|1395.789};{1164.862|1396.218};{1165.407|1396.239};{1169.121|1396.166};{1169.572|1395.823};{1176.536|1385.674};{1176.699|1384.828};{1176.256|1376.13};{1175.998|1375.14};{1172.456|1370.085};{1166.258|1364.046};{1153.49|1359.419};{1146.702|1357.505};
28,0,64,192,64,-129.6771,-130.6888,128.3571,130.6411,-90.11676,69.80346,-83.48468,75.5035,{328.9091|436.2629};{328.3657|436.3034};{324.6842|436.7967};{324.2757|437.1876};{318.5353|448.0573};{318.4713|448.9164};{319.9205|457.5079};{320.2912|458.462};{324.3968|463.0831};{331.2548|468.3812};{344.4752|471.5335};{351.4399|472.6673};{355.0665|472.0215};{355.7031|471.3616};{361.6313|460.4906};{362.2673|447.7482};{361.9398|446.6335};{359.6742|443.3405};{359.349|442.9394};{338.9768|435.5486};
28,1,64,192,64,-129.6771,-130.6888,128.3571,130.6411,-86.72801,68.24404,-79.73384,74.60169,{355.6475|444.3725};{348.1155|454.1176};{347.9043|454.9533};{347.8498|463.663};{348.0505|464.6656};{351.2987|469.9098};{357.1423|476.2841};{369.6255|481.6143};{376.2927|483.9031};{379.9777|483.8768};{380.7188|483.3336};{388.4361|473.6187};{391.2615|461.1696};{391.1312|460.0162};{389.4668|456.3902};{389.2156|455.9402};{370.4165|445.2305};{360.3728|444.2408};{359.8303|444.1892};{356.1175|444.056};
28,2,64,192,64,-129.6771,-130.6888,128.3571,130.6411,-83.46699,66.20547,-75.93887,73.20945,{387.5129|455.7956};{377.517|463.5331};{377.1611|464.321};{377.0323|473.7982};{377.0845|474.8469};{377.1563|475.6404};{377.6518|477.5674};{377.9916|478.4898};{383.3875|487.6896};{394.6559|495.2431};{399.4048|497.9164};{403.2526|498.7036};{404.0663|498.2968};{414.5464|490.8053};{416.7132|485.9519};{419.7414|478.0213};{418.942|474.1406};{418.8028|473.6653};{402.4903|459.7425};{393.4725|456.9488};{388.0232|455.5648};
28,3,64,192,64,-129.6771,-130.6888,128.3571,130.6411,-80.43639,63.06937,-73.37488,70.62294,{416.9474|476.5904};{405.0725|480.4144};{404.4762|481.0475};{400.9945|490.5581};{400.694|491.5797};{400.5636|493.7932};{400.5902|494.7549};{400.9174|497.7306};{402.5452|505.4871};{410.7555|516.1622};{414.6128|519.6304};{417.9651|521.6762};{418.8721|521.5435};{431.0738|518.2274};{434.6357|514.5272};{440.156|507.8758};{440.6624|503.9788};{440.6819|503.4964};{438.343|499.5997};{429.7475|485.2897};{422.3093|479.3432};{421.3246|478.7321};{417.5082|476.5298};
28,4,64,192,64,-129.6771,-130.6888,128.3571,130.6411,-78.22065,59.44788,-72.6863,66.07329,{424.6098|509.0898};{418.4445|515.1035};{417.7661|515.8774};{416.9163|516.9969};{415.8276|518.8781};{415.4175|519.7961};{413.2067|529.7136};{417.1627|548.7607};{419.4653|551.8593};{420.3303|552.1304};{433.479|553.3657};{438.5847|551.1094};{446.1791|547.6106};{448.3165|544.2404};{448.5554|543.7896};{446.545|522.4586};{441.4279|513.4642};{438.8035|509.8306};{438.2784|509.6426};{425.4128|508.7675};
29,0,64,192,128,-129.6771,-130.6888,128.3571,130.6411,83.9783,-75.34715,90.0511,-70.12466,{1705.548|1576.761};{1702.088|1577.684};{1701.576|1578.443};{1697.633|1588.698};{1699.229|1602.322};{1699.746|1603.371};{1701.497|1605.086};{1702.308|1605.731};{1706.105|1606.869};{1724.299|1609.2};{1732.142|1608.578};{1733.244|1608.272};{1738.161|1606.552};{1738.495|1606.096};{1742.253|1595.516};{1742.167|1594.659};{1739.24|1584.705};{1738.709|1583.781};{1733.858|1579.873};{1726.179|1576.295};{1712.606|1575.225};
29,1,64,192,128,-129.6771,-130.6888,128.3571,130.6411,79.88664,-74.69216,86.90388,-68.28329,{1679.385|1562.616};{1671.515|1572.211};{1668.492|1584.614};{1668.604|1585.77};{1670.21|1589.421};{1670.455|1589.875};{1689.081|1600.875};{1699.108|1602.02};{1699.65|1602.08};{1703.36|1602.27};{1703.835|1601.961};{1711.521|1592.334};{1711.745|1591.502};{1711.938|1582.794};{1711.753|1581.788};{1708.589|1576.494};{1702.847|1570.03};{1690.45|1564.507};{1683.82|1562.116};{1680.135|1562.085};
29,2,64,192,128,-129.6771,-130.6888,128.3571,130.6411,76.33997,-73.04541,83.81935,-65.94028,{1657.623|1545.705};{1647.182|1552.823};{1645.012|1557.545};{1641.803|1565.489};{1642.548|1569.369};{1642.684|1569.841};{1658.829|1583.943};{1667.633|1587.092};{1668.761|1587.375};{1673.152|1588.446};{1673.668|1588.22};{1683.677|1580.789};{1684.046|1580.005};{1684.566|1570.235};{1684.537|1569.179};{1683.803|1566.717};{1683.471|1565.798};{1682.395|1563.38};{1678.351|1556.357};{1667.184|1548.655};{1662.253|1546.192};{1658.447|1545.307};
29,3,64,192,128,-129.6771,-130.6888,128.3571,130.6411,73.48602,-70.14606,80.70386,-62.61182,{1640.702|1520.376};{1628.307|1524.122};{1624.715|1527.957};{1619.49|1534.76};{1619.08|1538.675};{1619.066|1539.16};{1630.403|1557.053};{1638.321|1562.713};{1639.321|1563.294};{1643.025|1565.412};{1643.579|1565.335};{1655.543|1561.108};{1656.119|1560.457};{1659.448|1549.474};{1659.598|1547.602};{1659.557|1546.639};{1657.056|1536.011};{1648.589|1525.579};{1645.059|1522.15};{1641.598|1520.217};
29,4,64,192,128,-129.6771,-130.6888,128.3571,130.6411,72.65285,-65.83053,78.63754,-59.14981,{1624.552|1490.652};{1612.401|1497.413};{1610.561|1500.943};{1610.359|1501.419};{1614.172|1522.542};{1619.999|1531.185};{1623.044|1534.272};{1623.581|1534.422};{1636.555|1534.01};{1637.324|1533.63};{1642.724|1527.732};{1643.327|1526.925};{1644.215|1525.374};{1645.177|1523.309};{1645.511|1522.35};{1646.733|1512.638};{1641.349|1493.496};{1638.762|1490.673};{1637.881|1490.465};
30,0,64,192,192,-129.6771,-130.6888,128.3571,130.6411,-27.0886,-84.28226,-21.93026,-77.99062,{813.7913|1640.208};{806.4311|1645.009};{805.699|1645.731};{803.0927|1651.314};{800.9791|1659.655};{803.438|1672.862};{805.2209|1679.606};{807.293|1682.615};{808.1625|1682.921};{820.6317|1683.848};{832.6804|1679.241};{833.5786|1678.492};{835.7042|1675.109};{835.9432|1674.653};{834.4979|1653.27};{829.7433|1644.479};{829.4849|1644.005};{827.5314|1640.885};{827.0036|1640.675};{814.6121|1639.917};
30,1,64,192,192,-129.6771,-130.6888,128.3571,130.6411,-26.88815,-88.30806,-21.72981,-82.01642,{815.3822|1671.758};{808.022|1676.559};{807.2899|1677.281};{804.6836|1682.864};{802.57|1691.204};{805.029|1704.412};{806.8119|1711.156};{808.884|1714.165};{809.7535|1714.47};{822.2227|1715.398};{834.2714|1710.79};{835.1696|1710.042};{837.2952|1706.659};{837.5341|1706.202};{836.0889|1684.82};{831.3342|1676.028};{831.0758|1675.555};{829.1224|1672.434};{828.5945|1672.225};{816.2031|1671.466};
31,0,128,0,0,-129.6771,-130.6888,128.3571,130.6411,-23.86054,4.381881,-16.75466,11.47786,{868.7665|939.0534};{868.2524|939.1337};{851.659|952.9469};{847.3005|961.9362};{847.067|962.4224};{845.6774|965.8245};{845.819|966.3686};{852.5386|976.6765};{853.2628|977.1569};{861.5394|980.1696};{862.5624|980.3242};{868.6617|979.0917};{876.72|975.8336};{886.0419|966.0553};{890.4893|960.643};{891.7176|957.2125};{891.4523|956.3395};{884.8244|945.8698};{873.9288|939.0125};{872.7859|938.7413};
31,1,128,0,0,-129.6771,-130.6888,128.3571,130.6411,-14.59054,13.53188,-7.484658,20.62786,{942.3419|867.3464};{941.8278|867.4266};{925.2343|881.2399};{920.8759|890.2291};{920.6423|890.7153};{919.2527|894.1174};{919.3943|894.6615};{926.114|904.9695};{926.8381|905.4498};{935.1147|908.4625};{936.1378|908.6171};{942.2371|907.3846};{950.2953|904.1266};{959.6173|894.3483};{964.0647|888.936};{965.293|885.5054};{965.0276|884.6324};{958.3998|874.1627};{947.5042|867.3054};{946.3613|867.0342};
