area,subarea,colorr,colorg,colorb,bmp_minx,bmp_minz,bmp_maxx,bmp_maxz,minx,minz,maxx,maxz,convex
16,2,64,0,64,-133.0521,-131.4727,129.0521,132.9727,78.6777,-108.1627,85.82913,-101.3746,{1667.979|1829.625};{1662.052|1837.531};{1661.734|1837.959};{1659.742|1840.999};{1659.775|1841.553};{1664.302|1852.806};{1664.91|1853.407};{1672.333|1857.875};{1673.292|1858.215};{1679.421|1858.159};{1687.829|1856.503};{1698.702|1848.758};{1704.032|1844.339};{1705.873|1841.24};{1705.783|1840.344};{1701.376|1828.952};{1692.156|1820.266};{1691.103|1819.79};{1687.16|1819.343};{1686.647|1819.324};
17,0,64,0,128,-133.0521,-131.4727,129.0521,132.9727,91.4902,-98.13558,98.55521,-91.00675,{1782.096|1739.825};{1781.593|1739.921};{1765.729|1754.108};{1761.742|1763.13};{1761.529|1763.618};{1760.275|1767.023};{1760.433|1767.556};{1767.39|1777.516};{1768.119|1777.967};{1776.363|1780.671};{1777.375|1780.79};{1783.335|1779.373};{1791.154|1775.891};{1799.998|1765.927};{1804.193|1760.436};{1805.286|1757.007};{1804.996|1756.154};{1798.124|1746.031};{1787.174|1739.615};{1786.04|1739.385};
17,1,64,0,128,-133.0521,-131.4727,129.0521,132.9727,96.23786,-91.12399,102.439,-84.19814,{1811.796|1685.887};{1808.257|1687.669};{1807.82|1687.933};{1797.976|1706.73};{1797.431|1716.564};{1797.403|1717.095};{1797.433|1720.72};{1797.769|1721.164};{1807.806|1728.078};{1808.648|1728.247};{1817.326|1727.917};{1818.315|1727.677};{1823.396|1724.28};{1829.49|1718.303};{1834.251|1705.9};{1836.239|1699.3};{1836.051|1695.709};{1835.478|1695.01};{1825.463|1687.915};{1812.939|1685.709};
17,2,64,0,128,-133.0521,-131.4727,129.0521,132.9727,94.2763,-94.80322,100.8458,-87.71373,{1800.441|1713.434};{1796.721|1714.805};{1796.256|1715.018};{1784.316|1732.581};{1782.644|1742.289};{1782.556|1742.814};{1782.169|1746.419};{1782.451|1746.898};{1791.628|1754.9};{1792.445|1755.163};{1801.104|1755.814};{1802.115|1755.688};{1807.554|1752.887};{1814.294|1747.637};{1820.45|1735.852};{1823.184|1729.52};{1823.41|1725.931};{1822.92|1725.172};{1813.786|1716.992};{1801.597|1713.386};
18,0,64,0,192,-133.0521,-131.4727,129.0521,132.9727,-9.035554,-80.83249,-2.520975,-73.22498,{987.9678|1604.319};{987.5471|1604.511};{977.4172|1622.123};{975.8982|1632.204};{975.8652|1633.319};{975.9459|1637.037};{976.2793|1637.462};{985.3994|1646.189};{986.241|1646.373};{997.5487|1643.786};{999.1556|1643.271};{999.9625|1642.824};{1008.293|1635.245};{1013.344|1623.344};{1014.23|1619.763};{1014.336|1615.803};{1013.767|1615.129};{1004.955|1605.605};{1000.058|1603.986};{991.5586|1602.903};
18,1,64,0,192,-133.0521,-131.4727,129.0521,132.9727,-10.49555,-84.02248,-3.980974,-76.41497,{976.5598|1629.023};{976.1392|1629.216};{966.0092|1646.828};{964.4902|1656.909};{964.4572|1658.024};{964.538|1661.742};{964.8713|1662.167};{973.9915|1670.894};{974.8331|1671.078};{986.1407|1668.49};{987.7476|1667.976};{988.5546|1667.529};{996.8848|1659.95};{1001.936|1648.049};{1002.822|1644.468};{1002.928|1640.508};{1002.359|1639.834};{993.5472|1630.31};{988.6503|1628.691};{980.1506|1627.608};
19,0,64,64,0,-133.0521,-131.4727,129.0521,132.9727,-22.37468,-45.15455,-16.84245,-38.62078,{882.5759|1331.57};{871.1098|1337.028};{870.2866|1337.834};{868.4642|1341.329};{868.2652|1341.797};{871.3505|1362.753};{876.7023|1371.051};{876.9929|1371.498};{879.1534|1374.423};{879.6877|1374.59};{891.9086|1374.391};{892.6915|1374.042};{899.541|1368.75};{900.2031|1367.983};{902.326|1362.284};{903.7502|1353.906};{900.3073|1341.081};{898.0317|1334.573};{895.7634|1331.767};{894.8862|1331.532};
19,1,64,64,0,-133.0521,-131.4727,129.0521,132.9727,-21.38591,-49.38248,-15.85368,-42.84871,{890.3019|1364.313};{878.8358|1369.771};{878.0126|1370.578};{876.1901|1374.072};{875.9911|1374.541};{879.0765|1395.496};{884.4283|1403.794};{884.7188|1404.241};{886.8793|1407.167};{887.4137|1407.333};{899.6345|1407.135};{900.4175|1406.785};{907.2669|1401.494};{907.9291|1400.726};{910.0519|1395.027};{911.4761|1386.649};{908.0331|1373.824};{905.7576|1367.317};{903.4893|1364.51};{902.6121|1364.275};
20,0,64,64,64,-133.0521,-131.4727,129.0521,132.9727,-78.75565,58.66859,-71.77626,65.82748,{447.9511|524.6129};{437.0943|530.1775};{436.5501|530.836};{432.7896|538.5944};{432.541|539.5737};{433.1967|545.6136};{435.6808|553.7457};{444.5191|563.7143};{449.4774|568.5399};{452.7682|570.0535};{453.6593|569.8774};{464.6682|564.4171};{472.4885|554.4737};{472.8641|553.3889};{472.9282|549.4554};{472.8964|548.9485};{460.7298|531.5395};{452.2127|526.4661};{451.7519|526.1938};{448.5043|524.5262};
20,1,64,64,64,-133.0521,-131.4727,129.0521,132.9727,-81.44565,62.03859,-74.46626,69.19748,{426.9323|498.5139};{416.0755|504.0784};{415.5313|504.737};{411.7708|512.4954};{411.5221|513.4747};{412.1779|519.5146};{414.6619|527.6466};{423.5002|537.6152};{428.4586|542.4409};{431.7493|543.9545};{432.6405|543.7783};{443.6493|538.3181};{451.4697|528.3747};{451.8452|527.2899};{451.9093|523.3563};{451.8776|522.8494};{439.7109|505.4405};{431.1938|500.3671};{430.733|500.0948};{427.4855|498.4272};
20,2,64,64,64,-133.0521,-131.4727,129.0521,132.9727,-84.39494,64.95358,-77.2347,71.80036,{398.9677|478.8051};{389.9232|486.9535};{389.5685|487.7288};{387.951|496.1854};{387.9651|497.1951};{390.1684|502.8638};{394.6818|510.0874};{405.8124|517.4634};{411.8575|520.8605};{415.4305|521.483};{416.2458|521.0853};{425.4643|512.9989};{430.437|501.3946};{430.518|500.2505};{429.5577|496.4333};{429.3953|495.9516};{413.1152|482.2359};{403.5671|479.5079};{403.0511|479.3624};{399.4797|478.5801};
20,3,64,64,64,-133.0521,-131.4727,129.0521,132.9727,-87.93888,67.50491,-80.82162,74.1572,{369.458|460.61};{361.1131|469.4614};{360.8233|470.2627};{359.9061|478.8219};{360.0032|479.8271};{362.665|485.2992};{367.757|492.1343};{379.4568|498.5873};{385.7609|501.485};{389.3733|501.817};{390.1532|501.3548};{398.6765|492.551};{402.679|480.5839};{402.6657|479.4371};{401.395|475.7101};{401.1935|475.2431};{383.8404|462.8873};{374.0999|460.9392};{373.5736|460.8358};{369.9498|460.3445};
21,0,64,64,128,-133.0521,-131.4727,129.0521,132.9727,-99.22163,95.01085,-92.06136,101.9814,{293.5374|247.8465};{285.3195|250.2647};{275.2144|258.9709};{270.3191|263.8593};{268.7742|267.1128};{268.9471|267.9969};{274.3969|278.9375};{284.3867|286.7421};{285.4792|287.1202};{289.4475|287.205};{289.959|287.1761};{307.5888|275.2111};{312.7533|266.7969};{313.0305|266.3417};{314.7304|263.1318};{314.646|262.583};{309.0903|251.7926};{308.4288|251.2496};{300.6214|247.4807};{299.6347|247.229};
21,1,64,64,128,-133.0521,-131.4727,129.0521,132.9727,-102.6223,92.02322,-95.52583,99.12847,{264.7956|270.4355};{256.8775|273.6915};{247.7456|283.3966};{243.3924|288.7653};{242.1989|292.161};{242.4642|293.0224};{249.0374|303.3387};{259.7954|310.0659};{260.9218|310.3288};{264.8773|310.0021};{265.3831|309.9204};{281.6548|296.1951};{285.904|287.2922};{286.1317|286.8106};{287.484|283.4424};{287.3421|282.9053};{280.6792|272.7493};{279.9641|272.2779};{271.8022|269.3381};{270.7944|269.19};
22,0,64,64,192,-133.0521,-131.4727,129.0521,132.9727,-109.2359,82.38462,-103.0619,89.29647,{208.5608|343.811};{207.5729|344.0581};{202.5178|347.493};{196.4703|353.515};{191.8027|365.9533};{189.8654|372.5677};{190.0803|376.1572};{190.6592|376.8515};{200.7277|383.8718};{213.2679|385.9846};{214.4098|385.7982};{217.9348|383.99};{218.37|383.722};{228.0704|364.8526};{228.5412|355.0148};{228.5647|354.4836};{228.5071|350.8588};{228.1679|350.4171};{218.0789|343.5789};{217.2358|343.4161};
22,1,64,64,192,-133.0521,-131.4727,129.0521,132.9727,-107.162,85.75945,-100.6842,92.81362,{226.7996|317.2155};{221.4513|320.1823};{214.8782|325.6365};{209.0928|337.6044};{206.5587|344.0177};{206.4446|347.6117};{206.9577|348.3551};{216.343|356.2506};{228.6386|359.481};{229.7926|359.398};{233.4685|357.9137};{233.9265|357.6859};{245.3118|339.7653};{246.6801|330.0102};{246.7521|329.4833};{247.0261|325.8683};{246.7286|325.3979};{237.3062|317.6818};{236.4815|317.444};{227.8062|317.0582};
23,0,64,128,0,-133.0521,-131.4727,129.0521,132.9727,-88.99158,101.5932,-81.90035,108.1675,{367.8669|199.8529};{356.3822|206.6749};{350.7003|210.6402};{348.6056|213.576};{348.62|214.4766};{352.0569|226.1927};{360.517|235.6075};{361.5259|236.169};{365.4182|236.9397};{365.927|237};{385.3951|228.2727};{391.9636|220.8825};{392.3168|220.4822};{394.5566|217.6163};{394.5702|217.0613};{391.0025|205.4746};{390.4469|204.8255};{383.4243|199.7622};{382.4971|199.3435};{376.3848|198.8953};
23,1,64,128,0,-133.0521,-131.4727,129.0521,132.9727,-92.87662,99.11401,-85.72881,105.8837,{344.8966|217.0602};{336.4756|218.6499};{325.541|226.3085};{320.1759|230.686};{318.3099|233.7696};{318.3926|234.6665};{322.7085|246.0934};{331.8589|254.851};{332.9077|255.3357};{336.8474|255.8143};{337.3593|255.8364};{356.1102|245.6829};{362.0995|237.8241};{362.4214|237.3987};{364.4373|234.3739};{364.4088|233.8195};{359.9721|222.5314};{359.3689|221.9255};{351.982|217.4};{351.0257|217.0515};
24,0,64,128,64,-133.0521,-131.4727,129.0521,132.9727,-25.5907,6.117763,-18.43502,13.11349,{868.5605|936.1658};{860.382|938.7117};{850.4161|947.5743};{845.5989|952.5383};{844.1059|955.8155};{844.2928|956.6969};{849.9153|967.5512};{860.0278|975.1992};{861.1261|975.5602};{865.0953|975.5831};{865.6063|975.5463};{883.0441|963.3081};{888.0745|954.8145};{888.3445|954.3549};{889.9933|951.119};{889.9001|950.5717};{884.174|939.8691};{883.504|939.3365};{875.6378|935.6897};{874.6473|935.4534};
24,1,64,128,64,-133.0521,-131.4727,129.0521,132.9727,-19.5807,11.19776,-12.42502,18.19349,{915.5208|896.8237};{907.3422|899.3696};{897.3764|908.2322};{892.5591|913.1962};{891.0661|916.4734};{891.2531|917.3548};{896.8755|928.2091};{906.988|935.8571};{908.0864|936.2181};{912.0555|936.241};{912.5665|936.2042};{930.0043|923.966};{935.0347|915.4724};{935.3047|915.0128};{936.9536|911.7769};{936.8604|911.2296};{931.1342|900.527};{930.4642|899.9944};{922.5981|896.3476};{921.6075|896.1113};
24,2,64,128,64,-133.0521,-131.4727,129.0521,132.9727,-22.5707,8.67776,-15.41502,15.67349,{892.1578|916.3398};{883.9792|918.8857};{874.0135|927.7484};{869.1962|932.7124};{867.7032|935.9896};{867.8901|936.871};{873.5126|947.7253};{883.6251|955.3732};{884.7234|955.7343};{888.6926|955.7571};{889.2036|955.7204};{906.6414|943.4822};{911.6718|934.9886};{911.9418|934.529};{913.5906|931.2931};{913.4975|930.7457};{907.7713|920.0432};{907.1013|919.5106};{899.2352|915.8638};{898.2446|915.6274};
25,0,64,128,128,-133.0521,-131.4727,129.0521,132.9727,-41.65746,25.71621,-34.49409,32.60049,{733.2971|782.3705};{724.1033|790.3531};{723.7344|791.1218};{721.9607|799.5476};{721.9562|800.5575};{724.0543|806.2653};{728.4333|813.5696};{739.4256|821.1467};{745.4067|824.653};{748.9678|825.3403};{749.7903|824.9575};{759.1567|817.0399};{764.3432|805.528};{764.4454|804.3855};{763.5559|800.5515};{763.4024|800.067};{747.3787|786.0577};{737.8827|783.1567};{737.3694|783.002};{733.8131|782.1549};
25,1,64,128,128,-133.0521,-131.4727,129.0521,132.9727,-38.50879,22.79435,-31.34654,29.7481,{758.6814|804.4168};{749.1923|812.0524};{748.7945|812.8068};{746.7034|821.1608};{746.6608|822.1697};{748.5415|827.9515};{752.6414|835.4133};{763.3394|843.3934};{769.1838|847.1194};{772.7162|847.9385};{773.5527|847.5865};{783.212|840.0225};{788.8301|828.7112};{788.9753|827.5734};{788.2315|823.709};{788.0964|823.2191};{772.6137|808.6246};{763.2341|805.3729};{762.727|805.199};{759.2053|804.2205};
26,0,64,128,192,-133.0521,-131.4727,129.0521,132.9727,7.595392,-75.69342,15.23577,-68.91095,{1132.897|1569.238};{1114.516|1577.52};{1107.797|1585.255};{1107.251|1587.288};{1107.238|1587.844};{1108.715|1597.119};{1112.812|1601.605};{1117.001|1605.826};{1117.819|1606.296};{1123.576|1606.898};{1132.386|1605.756};{1143.025|1599.296};{1150.551|1594.375};{1152.069|1591.713};{1152.054|1590.811};{1147.473|1578.913};{1139.938|1569.795};{1138.985|1569.208};{1137.283|1568.769};{1136.341|1568.677};
26,1,64,128,192,-133.0521,-131.4727,129.0521,132.9727,11.40392,-74.32796,19.1371,-67.20161,{1164.094|1556.065};{1160.207|1557.013};{1143.353|1567.269};{1137.687|1575.696};{1137.804|1577.77};{1137.855|1578.324};{1139.603|1587.39};{1144.374|1591.392};{1149.194|1595.12};{1150.026|1595.497};{1155.67|1595.461};{1164.277|1593.352};{1181.077|1580.032};{1181.447|1579.096};{1182.12|1577.221};{1182.001|1576.326};{1176.167|1565.008};{1167.601|1556.781};{1166.609|1556.304};{1165.014|1556.053};
26,2,64,128,192,-133.0521,-131.4727,129.0521,132.9727,13.97881,-72.06272,21.50839,-64.5953,{1179.411|1536.31};{1178.539|1536.558};{1174.591|1537.804};{1160.87|1552.094};{1157.366|1561.714};{1158.436|1564.685};{1161.628|1572.293};{1167.311|1575.306};{1172.97|1578.028};{1173.84|1578.171};{1179.213|1576.705};{1187.09|1572.684};{1200.436|1555.967};{1200.581|1554.967};{1200.696|1552.824};{1200.376|1551.979};{1192.191|1542.364};{1181.969|1536.256};{1180.913|1536.039};
27,0,64,192,0,-133.0521,-131.4727,129.0521,132.9727,15.39518,-49.99345,22.50417,-43.36729,{1177.641|1369.323};{1169.205|1378.208};{1165.32|1390.213};{1165.344|1391.359};{1166.651|1395.074};{1166.857|1395.539};{1184.331|1407.728};{1194.09|1409.582};{1194.617|1409.68};{1198.245|1410.137};{1198.735|1409.866};{1206.992|1400.935};{1207.274|1400.131};{1208.108|1391.563};{1208.001|1390.559};{1205.286|1385.113};{1200.127|1378.327};{1188.364|1371.987};{1182.032|1369.15};{1178.417|1368.853};
27,1,64,192,0,-133.0521,-131.4727,129.0521,132.9727,11.86245,-47.28418,18.45644,-41.65768,{1143.221|1355.082};{1142.605|1355.745};{1136.947|1366.581};{1136.529|1379.181};{1136.869|1380.278};{1139.153|1383.495};{1139.48|1383.886};{1159.654|1390.864};{1169.552|1389.998};{1170.086|1389.949};{1173.702|1389.403};{1174.098|1389.01};{1179.571|1378.178};{1179.62|1377.328};{1178.053|1368.862};{1177.673|1367.925};{1173.556|1363.425};{1166.719|1358.299};{1153.655|1355.396};{1146.78|1354.386};
27,2,64,192,0,-133.0521,-131.4727,129.0521,132.9727,7.97313,-46.39453,14.05049,-41.52732,{1115.423|1353.981};{1108.61|1355.338};{1105.498|1357.187};{1105.145|1358.016};{1103.521|1370.111};{1107.43|1382.108};{1108.125|1383.026};{1111.373|1385.287};{1111.814|1385.546};{1133.179|1385.344};{1142.198|1381.208};{1142.684|1380.983};{1145.9|1379.256};{1146.138|1378.754};{1147.589|1366.726};{1147.345|1365.91};{1142.98|1358.469};{1142.302|1357.715};{1136.892|1354.861};{1128.708|1352.331};
28,0,64,192,64,-133.0521,-131.4727,129.0521,132.9727,-121.1382,2.533627,-116.7885,8.226134,{98.90379|967.9344};{97.91694|968.5333};{95.33913|971.5248};{95.03772|971.9355};{93.22523|993.0368};{96.52878|1002.325};{96.70893|1002.826};{98.14026|1006.162};{98.62229|1006.445};{110.5673|1009.012};{111.4101|1008.848};{119.2957|1005.242};{120.1168|1004.644};{123.4937|999.5749};{126.8063|991.7383};{126.4018|978.4736};{125.6819|971.6231};{124.1184|968.3785};{123.3182|967.9515};{111.3231|965.2086};
28,1,64,192,64,-133.0521,-131.4727,129.0521,132.9727,-120.8382,11.13363,-116.4885,16.82613,{101.2479|901.3316};{100.2611|901.9305};{97.68326|904.922};{97.38185|905.3328};{95.56935|926.434};{98.87291|935.7227};{99.05306|936.2236};{100.4844|939.5596};{100.9664|939.8422};{112.9115|942.4088};{113.7543|942.2448};{121.6399|938.6395};{122.461|938.0416};{125.8379|932.9721};{129.1505|925.1356};{128.7459|911.8708};{128.026|905.0204};{126.4625|901.7757};{125.6624|901.3488};{113.6672|898.6058};
28,2,64,192,64,-133.0521,-131.4727,129.0521,132.9727,-120.8982,6.783638,-116.5485,12.47614,{100.7791|935.0201};{99.79227|935.6191};{97.21445|938.6105};{96.91305|939.0213};{95.10056|960.1226};{98.40411|969.4112};{98.58426|969.912};{100.0156|973.2482};{100.4976|973.5306};{112.4427|976.0973};{113.2855|975.9333};{121.1711|972.328};{121.9922|971.7302};{125.3691|966.6606};{128.6817|958.824};{128.2771|945.5594};{127.5572|938.7089};{125.9937|935.4642};{125.1936|935.0373};{113.1984|932.2943};
29,0,64,192,128,-133.0521,-131.4727,129.0521,132.9727,-87.7867,48.37033,-81.12834,54.10012,{365.282|613.5418};{364.6505|614.1895};{358.7354|624.89};{358.0167|637.4774};{358.3309|638.5812};{360.5374|641.8513};{360.8546|642.2501};{380.8562|649.6986};{390.7724|649.0643};{391.3077|649.0282};{394.9355|648.567};{395.3406|648.1835};{401.0707|637.483};{401.1399|636.6346};{399.7758|628.1342};{399.4177|627.1887};{395.4096|622.593};{388.6968|617.3086};{375.705|614.0994};{368.8568|612.9295};
29,1,64,192,128,-133.0521,-131.4727,129.0521,132.9727,-93.44302,43.73991,-87.68716,50.41425,{325.4871|642.9973};{322.1743|645.1643};{321.7701|645.4763};{314.1334|665.2551};{314.713|675.0872};{314.7462|675.6179};{315.1895|679.2164};{315.5739|679.6202};{326.3348|685.3646};{327.1904|685.4384};{335.7748|684.1381};{336.7309|683.7889};{341.3921|679.8444};{346.7644|673.2233};{350.0812|660.3662};{351.3033|653.586};{350.7073|650.0391};{350.0578|649.4092};{339.2979|643.4816};{326.6026|642.6926};
29,2,64,192,128,-133.0521,-131.4727,129.0521,132.9727,-91.78199,48.12024,-85.73614,54.96349,{341.1449|608.0142};{337.6844|609.9412};{337.2586|610.2238};{328.2161|629.4113};{328.0856|639.2593};{328.0804|639.7911};{328.2632|643.4117};{328.6175|643.8417};{338.937|650.3333};{339.7851|650.4675};{348.4413|649.7783};{349.4201|649.4977};{354.3536|645.8933};{360.1895|639.6695};{364.4244|627.0801};{366.132|620.4037};{365.7932|616.8237};{365.1907|616.1495};{354.8855|609.4752};{342.2795|607.7893};
29,3,64,192,128,-133.0521,-131.4727,129.0521,132.9727,-91.30067,45.0607,-83.77721,52.0662,{361.0887|631.9907};{358.5454|632.4509};{340.5178|642.8051};{334.46|651.2416};{333.476|653.66};{333.5169|654.2155};{337.0801|662.6826};{339.0642|664.8215};{339.6709|665.4199};{341.2877|666.9119};{345.5791|670.8579};{346.4864|671.2209};{352.45|671.1596};{361.0622|669.1765};{371.4151|661.4796};{377.7888|656.1708};{379.2676|653.2477};{379.1646|652.3503};{373.3387|641.0014};{365.0476|632.6071};{364.0137|632.1316};{362.0691|631.9724};
30,0,64,192,192,-133.0521,-131.4727,129.0521,132.9727,-77.02525,-4.536476,-69.52406,2.791417,{461.536|1013.994};{450.6567|1020.03};{448.1422|1024.395};{444.5226|1032.11};{444.9925|1035.958};{445.0908|1036.422};{448.3255|1039.656};{459.9708|1051.19};{468.5791|1055.167};{469.6682|1055.515};{473.821|1056.664};{474.3406|1056.47};{484.7685|1050.006};{485.1818|1049.256};{486.0967|1039.211};{486.131|1038.159};{486.1124|1037.879};{485.7788|1036.103};{485.5198|1035.192};{484.4108|1032.328};{480.9825|1025.335};{470.5375|1017.104};{466.0772|1014.812};{462.3678|1013.648};
30,1,64,192,192,-133.0521,-131.4727,129.0521,132.9727,-77.5163,-1.065784,-72.22481,5.794062,{447.5568|989.5839};{439.9992|993.1091};{437.6978|996.2699};{437.4309|996.6712};{438.0775|1017.261};{442.2633|1025.451};{442.4808|1025.871};{445.0545|1030.542};{445.5543|1030.73};{458.2862|1032.947};{459.0894|1032.653};{466.949|1024.572};{468.2031|1023.14};{468.6688|1022.307};{471.2026|1011.7};{468.8204|994.6938};{466.6975|991.3431};{465.8713|991.0682};{452.8068|988.1296};
30,2,64,192,192,-133.0521,-131.4727,129.0521,132.9727,-73.11387,-5.959842,-66.21555,0.1881816,{482.8963|1031.29};{482.2|1031.868};{475.1885|1041.897};{473.1459|1054.341};{473.3419|1055.472};{475.1913|1058.952};{475.4648|1059.382};{494.571|1068.862};{504.4998|1069.259};{505.0359|1069.279};{508.6925|1069.196};{509.1358|1068.857};{515.9633|1058.809};{516.1216|1057.972};{515.6617|1049.377};{515.4053|1048.399};{511.904|1043.413};{505.7855|1037.462};{493.2033|1032.924};{486.5162|1031.051};
31,0,128,0,0,-133.0521,-131.4727,129.0521,132.9727,-45.08233,6.869784,-39.01918,13.83499,{705.507|927.822};{694.1597|934.0101};{693.4114|934.8855};{692.6882|936.913};{692.4326|937.8798};{692.3398|939.4454};{692.715|942.0148};{697.372|959.8829};{701.8108|965.4838};{703.8835|968.0427};{705.8434|970.3678};{706.3935|970.4818};{718.1023|968.7467};{718.8506|968.3246};{725.9382|963.0028};{726.5464|962.1941};{728.1449|956.3593};{728.5597|947.7581};{723.9866|935.4452};{720.4548|928.7215};{718.0638|926.2667};{717.165|926.1176};
31,1,128,0,0,-133.0521,-131.4727,129.0521,132.9727,-43.64323,3.057953,-36.85933,10.20858,{725.3145|954.1917};{713.8122|958.5391};{705.0324|967.6618};{704.5497|968.7042};{704.0911|972.6119};{704.0718|973.1194};{714.4302|991.6419};{722.3958|997.5301};{722.8269|997.8465};{725.891|999.8261};{726.4501|999.7944};{737.8116|995.3282};{738.4193|994.7266};{742.9401|987.3776};{743.2858|986.4277};{743.2397|980.3531};{741.5844|972.0164};{733.7907|961.2256};{729.3415|955.9349};{726.2189|954.1042};
32,0,128,0,64,-133.0521,-131.4727,129.0521,132.9727,-49.80996,-12.54897,-43.78663,-5.428887,{667.615|1076.933};{656.2601|1084.51};{654.742|1088.125};{654.5991|1088.595};{655.5571|1092.373};{660.1185|1109.026};{665.3251|1116.027};{666.0929|1116.868};{669.2357|1120.3};{669.7859|1120.397};{681.9009|1119.445};{682.6376|1119.001};{688.8209|1111.712};{689.3887|1110.838};{690.8296|1104.899};{691.2626|1096.763};{686.3406|1084.358};{683.3181|1079.221};{680.7364|1076.499};{679.8376|1076.376};
32,1,128,0,64,-133.0521,-131.4727,129.0521,132.9727,-49.63748,-8.049891,-44.75593,-1.866874,{661.5994|1047.08};{660.6419|1047.45};{657.7001|1050.084};{657.36|1050.46};{653.4902|1071.31};{655.8689|1080.847};{655.9991|1081.359};{657.0971|1085.016};{657.5493|1085.341};{669.1867|1089.213};{670.0416|1089.128};{678.2429|1085.955};{679.1186|1085.428};{682.976|1080.689};{687.0401|1073.288};{687.936|1060.012};{687.8901|1053.4};{686.6516|1049.965};{685.897|1049.465};{674.2269|1045.348};
33,0,128,0,128,-133.0521,-131.4727,129.0521,132.9727,6.415674,-119.4324,12.12473,-115.061,{1096.693|1923.449};{1096.188|1923.63};{1092.828|1925.061};{1092.545|1925.54};{1090.001|1937.389};{1090.169|1938.224};{1093.837|1946.026};{1094.443|1946.837};{1099.571|1950.165};{1107.49|1953.418};{1120.872|1952.967};{1127.781|1952.227};{1131.048|1950.665};{1131.476|1949.87};{1134.198|1937.971};{1131.4|1925.672};{1130.792|1924.696};{1127.764|1922.152};{1127.349|1921.855};{1106.052|1920.139};
33,1,128,0,128,-133.0521,-131.4727,129.0521,132.9727,1.565673,-119.4524,7.274726,-115.081,{1058.797|1923.604};{1058.292|1923.785};{1054.932|1925.216};{1054.648|1925.695};{1052.104|1937.544};{1052.273|1938.378};{1055.941|1946.18};{1056.547|1946.992};{1061.675|1950.32};{1069.594|1953.573};{1082.975|1953.121};{1089.884|1952.382};{1093.152|1950.82};{1093.579|1950.025};{1096.301|1938.126};{1093.504|1925.827};{1092.896|1924.851};{1089.868|1922.307};{1089.452|1922.01};{1068.156|1920.294};
33,2,128,0,128,-133.0521,-131.4727,129.0521,132.9727,11.20568,-119.4124,16.91473,-115.041,{1134.121|1923.294};{1133.616|1923.475};{1130.256|1924.906};{1129.972|1925.385};{1127.428|1937.234};{1127.597|1938.069};{1131.265|1945.87};{1131.871|1946.682};{1136.999|1950.01};{1144.918|1953.263};{1158.299|1952.812};{1165.208|1952.072};{1168.476|1950.51};{1168.903|1949.715};{1171.625|1937.816};{1168.828|1925.517};{1168.22|1924.541};{1165.192|1921.998};{1164.776|1921.7};{1143.48|1919.984};
34,0,128,0,192,-133.0521,-131.4727,129.0521,132.9727,35.55818,-98.96641,41.55444,-94.21079,{1324.624|1764.554};{1324.133|1764.769};{1320.881|1766.428};{1320.632|1766.926};{1318.926|1778.921};{1319.153|1779.742};{1323.359|1787.272};{1324.021|1788.04};{1329.37|1791.006};{1337.498|1793.706};{1350.815|1792.333};{1357.656|1791.119};{1360.806|1789.335};{1361.177|1788.513};{1363.057|1776.455};{1359.403|1764.379};{1358.728|1763.447};{1355.529|1761.118};{1355.093|1760.851};{1333.728|1760.607};
34,1,128,0,192,-133.0521,-131.4727,129.0521,132.9727,31.20207,-98.98438,37.19833,-94.22878,{1290.587|1764.693};{1290.096|1764.908};{1286.844|1766.567};{1286.595|1767.065};{1284.889|1779.06};{1285.116|1779.881};{1289.322|1787.411};{1289.984|1788.179};{1295.333|1791.146};{1303.461|1793.845};{1316.778|1792.472};{1323.618|1791.258};{1326.769|1789.474};{1327.139|1788.652};{1329.02|1776.594};{1325.366|1764.518};{1324.691|1763.586};{1321.491|1761.257};{1321.056|1760.99};{1299.691|1760.746};
35,0,128,64,0,-133.0521,-131.4727,129.0521,132.9727,52.35473,-89.4445,59.31903,-81.97522,{1475.072|1669.246};{1463.597|1674.913};{1455.444|1683.566};{1455.016|1684.605};{1454.553|1689.331};{1454.555|1689.849};{1465.81|1707.65};{1474.469|1713.528};{1477.791|1714.633};{1478.346|1714.583};{1489.62|1709.044};{1490.196|1708.43};{1494.072|1702.191};{1494.363|1701.274};{1494.009|1695.327};{1492.022|1686.854};{1479.222|1670.602};{1475.969|1669.129};
35,1,128,64,0,-133.0521,-131.4727,129.0521,132.9727,48.39074,-89.65121,55.22947,-82.49191,{1444.074|1672.147};{1432.683|1676.775};{1424.134|1686.11};{1423.677|1687.164};{1423.316|1691.082};{1423.309|1691.59};{1434.127|1709.853};{1442.236|1715.544};{1442.675|1715.85};{1445.788|1717.754};{1446.346|1717.708};{1457.593|1712.965};{1458.185|1712.349};{1462.521|1704.892};{1462.843|1703.933};{1462.646|1697.862};{1460.783|1689.568};{1452.723|1678.972};{1448.143|1673.792};{1444.976|1672.038};
